"Open Houses","Photo","MLS","AR","S","Address","City","BR","Baths(FTHQ)","SqFt","Lot Sz","YB","LP","SP","Lease Terms","Furnished","DOM"
"","21","25494911","11","LD","248   Bernard Ave #B","Venice","1","1.00 (1 0 0 0)","725","4,233","2015","$4,500","$4,600","1+Year","Both","20"
"","30","25558345","11","LD","2322   Ocean Ave ","Venice","2","1.00 (1 0 0 0)","","0","","$4,500","$4,500","1+Year","Unfurnished","26"
"","23","SB25077658MR","11","LD","14   Ozone AVE #4","VENICE","2","2.00 (1 1 0 0)","1,110","3,216","1973","$4,550","$4,450","Negotiable","","26"
"","1","25509217","11","LD","1603   Oakwood Ave #B","Venice","2","1.00 (1 0 0 0)","900","3,669","1968","$4,550","$4,300","1+Year","Unfurnished","6"
"","17","24-425775","11","LD","656   Indiana Ave #3","Venice","3","1.00 (1 0 0 0)","1,100","5,281","1962","$4,555","$4,555","1+Year","Unfurnished","80"
"","20","25500735","11","LD","222   4th Ave ","Venice","1","1.00 (1 0 0 0)","800","4,176","1940","$4,600","$4,600","1+Year","Unfurnished","19"
"","13","25513005","11","LD","219   3rd Ave #1/2","Venice","2","2.00 (2 0 0 0)","780","6,386","1953","$4,600","$4,700","1+Year","Unfurnished","12"
"","12","24-455457","11","LD","1401   Innes Pl #B","Venice","2","1.00 (1 0 0 0)","792","2,405","1955","$4,650","$4,500","1+Year","Both","160"
"","18","24-460457","11","LD","2500   Abbot Kinney Blvd #24","Venice","2","3.00 (1 1 1 0)","878","23,440","1985","$4,650","$4,650","1+Year,1-Year","Furnished","26"
"","22","SB25065148MR","11","LD","506   Boccaccio AVE #B","VENICE","2","2.00 (2 0 0 0)","1,100","2,504","1991","$4,658","$4,658","1+Year,1-Year,Negotiable","Unfurnished","15"
"","37","24-439065","11","LD","105   Park Pl ","Venice","3","1.00 (1 0 0 0)","1,000","2,382","1906","$4,695","$4,695","1+Year","Unfurnished","16"
"","22","24-397921","11","LD","933   Lake St ","Venice","2","2.00 (2 0 0 0)","1,000","4,819","1945","$4,700","$4,500","1+Year","Unfurnished","95"
"","13","24-459971","11","LD","2207   Brenta Pl #2","Venice","3","2.00 (2 0 0 0)","1,328","7,643","1991","$4,700","$4,700","1+Year","Unfurnished","105"
"","18","25528231","11","LD","1046   Princeton Dr #118","Venice","2","1.00 (1 0 0 0)","1,500","46,277","2010","$4,700","$4,700","1+Year,Negotiable,12 Months","Unfurnished","21"
"","11","25518897","11","LD","326   4TH AVE #B","VENICE","1","1.00 (1 0 0 0)","","5,270","1940","$4,750","$4,850","1+Year","Unfurnished","13"
"","24","25563913","11","LD","2016   Lincoln Blvd ","Venice","1","2.00 (2 0 0 0)","1,899","3,500","1950","$4,750","$4,650","1+Year","Unfurnished","21"
"","31","24-458447","11","LD","643   Vernon Ave #1","Venice","2","1.00 (1 0 0 0)","950","4,802","1923","$4,750","$4,750","1-Year,1+Year","Unfurnished","41"
"","22","25-485375","11","LD","634   Broadway St #2","Venice","3","2.00 (2 0 0 0)","1,000","5,199","1959","$4,750","$4,750","1-Year","Unfurnished","10"
"","26","24-437099","11","LD","41   29Th Ave #1","Venice","2","2.00 (2 0 0 0)","950","2,677","1972","$4,750","$4,750","1+Year","Unfurnished","19"
"","23","24-439143","11","LD","845   Brooks Ave #1","Venice","3","2.00 (2 0 0 0)","1,204","7,387","1989","$4,800","$4,800","1+Year","Unfurnished","81"
"","10","SR25145381MR","11","LD","910   Victoria AVE ","VENICE","1","1.00 (1 0 0 0)","710","4,000","1928","$4,800","$4,800","1-Year","Unfurnished","11"
"","17","25505917","11","LD","2918   Grand Canal  #1/2","VENICE","2","1.00 (1 0 0 0)","733","2,834","1948","$4,850","$4,850","1+Year","Unfurnished","11"
"","15","24-462635","11","LD","320   Indiana AVE #B","VENICE","1","2.00 (1 1 0 0)","1,464","25,000","","$4,850","$4,850","1+Year","Unfurnished","22"
"","14","24-448673","11","LD","245   Main St #211","Venice","2","2.00 (2 0 0 0)","1,188","73,400","1989","$4,900","$4,900","1-Year,1+Year","Unfurnished","8"
"","37","24-424023","11","LD","825   Broadway St #4","Venice","3","2.00 (2 0 0 0)","1,116","5,203","1966","$4,900","$4,900","1-Year","Unfurnished","15"
"","25","24-416473","11","LD","238   HORIZON AVE ","VENICE","2","1.00 (1 0 0 0)","1,121","2,850","1913","$4,950","$4,950","1+Year,1-Year","Unfurnished","15"
"","1","25506187","11","LD","802   Superba Ave ","Venice","1","1.00 (1 0 0 0)","700","3,328","1948","$4,950","$4,950","1-Year","Unfurnished","46"
"","22","25501957","11","LD","8   Brooks Ave #2","Venice","1","1.00 (1 0 0 0)","1,150","6,558","1921","$4,950","$4,950","1-Year","Unfurnished","41"
"","1","25500893","11","LD","1781   Washington Way #1/2","Venice","2","1.00 (1 0 0 0)","1,200","4,567","1952","$4,950","$4,950","1+Year","Unfurnished","0"
"","12","25555861","11","LD","2809   OCEAN AVE ","VENICE","2","1.00 (1 0 0 0)","880","5,040","1940","$4,950","$4,950","1+Year","Unfurnished","14"
"","19","25521707","11","LD","621   Rose Ave ##B","Venice","2","1.00 (1 0 0 0)","900","3,551","1954","$4,995","$4,900","1+Year,6 Months,Negotiable","Both","25"
"","37","24-418857","11","LD","338   5th Ave ","Venice","2","2.00 (2 0 0 0)","896","7,166","1960","$4,995","$4,995","1+Year","Unfurnished","9"
"","12","24-385143","11","LD","800   Hampton DR #H","VENICE","1","3.00 (1 1 1 0)","1,554","25,000","","$4,995","$4,995","1+Year","Unfurnished","135"
"","23","24-421827","11","LD","961   Marco Pl ","Venice","1","1.00 (1 0 0 0)","1,296","3,600","1920","$5,000","$5,000","1+Year","Unfurnished","9"
"","13","24-438462","11","LD","344   Indiana Ave #B","Venice","1","2.00 (1 0 1 0)","1,062","5,283","1990","$5,000","$5,200","Other,1+Year,Negotiable,1-Year,6 Months","Both","14"
"","15","24-465141","11","LD","717   Brooks Ave ","Venice","2","1.00 (1 0 0 0)","1,000","5,205","1952","$5,000","$5,000","12 Months,1+Year","Both","14"
"","20","24-445011","11","LD","210   6th Ave ","Venice","2","1.00 (1 0 0 0)","994","4,223","1947","$5,100","$5,100","1+Year","Unfurnished","6"
"","10","25525489","11","LD","800   Hampton DR #B","VENICE","1","3.00 (1 1 1 0)","1,602","25,000","","$5,100","$5,100","1+Year","Unfurnished","35"
"","29","25555881","11","LD","100  S Venice Blvd #14","Venice","2","2.00 (2 0 0 0)","990","6,641","1973","$5,115","$4,850","1+Year,1-Year,12 Months","Unfurnished","34"
"","27","25527709","11","LD","2224   Penmar Ave ","Venice","2","3.00 (2 0 1 0)","1,852","6,338","2004","$5,200","$5,200","1+Year","Unfurnished","7"
"","17","25547679","11","LD","2341   Beach Ave ","Venice","2","1.00 (1 0 0 0)","700","2,699","1921","$5,200","$5,200","1+Year","Unfurnished","17"
"","20","24-460219","11","LD","331   Brooks Ave #3","Venice","2","1.00 (1 0 0 0)","900","5,000","1963","$5,200","$5,200","12 Months","Unfurnished","10"
"","26","25-489578","11","LD","11   24th Ave #2","Venice","2","2.00 (0 2 0 0)","","2,639","1964","$5,200","$5,500","1+Year,1-Year,6 Months","Both","64"
"","34","25-489875","11","LD","11   24th Ave #3","Venice","2","2.00 (0 2 0 0)","","2,639","1964","$5,200","$5,200","1+Year,1-Year,6 Months","Both","60"
"","20","25527105","11","LD","615   Hampton Dr #A103","Venice","1","1.00 (1 0 0 0)","1,037","19,312","2004","$5,240","$5,240","1-Year","Furnished","14"
"","30","25534495","11","LD","615   Hampton Dr #A304","Venice","1","1.00 (1 0 0 0)","946","19,312","2004","$5,250","$5,250","1+Year,Negotiable,1-Year","Furnished","37"
"","12","25511203","11","LD","626   Boccaccio Ave ","Venice","2","1.00 (1 0 0 0)","","4,125","1922","$5,250","$5,250","1+Year","Unfurnished","42"
"","28","SB25030684MR","11","LD","1377   Vienna Way ","VENICE","3","1.00 (1 0 0 0)","1,104","10,899","1949","$5,250","$5,250","1-Year","Unfurnished","80"
"","25","SR25149925MR","11","LD","610   Victoria AVE #B","VENICE","2","2.00 (2 0 0 0)","889","4,001","1977","$5,250","$5,250","1-Year","Unfurnished","10"
"","17","25-485623","11","LD","8   Brooks Ave #3","Venice","1","1.00 (1 0 0 0)","1,150","6,560","2006","$5,250","$4,950","1-Year","Unfurnished","32"
"","12","25-481047","11","LD","604   Venezia Ave #3","Venice","2","1.00 (1 0 0 0)","800","5,315","1951","$5,250","$5,250","1-Year","Furnished","48"
"","15","24-422537","11","LD","41   Sunset Ave #204","Venice","2","2.00 (1 1 0 0)","1,101","7,343","1980","$5,250","$5,250","1+Year","Unfurnished","18"
"","19","24-408774","11","LD","615   HAMPTON DR #A201","VENICE","0","2.00 (2 0 0 0)","1,610","19,307","2004","$5,250","$5,250","1+Year","Unfurnished","87"
"","18","24-402177","11","LD","717   Crestmoore Pl ","Venice","2","2.00 (1 0 1 0)","1,200","4,200","1978","$5,295","$5,295","1+Year","Unfurnished","63"
"","20","24-466763","11","LD","326   Indiana Ave #3","Venice","1","1.00 (1 0 0 0)","1,143","5,024","1981","$5,295","$5,295","1+Year","Unfurnished","251"
"","15","25537313","11","LD","326   INDIANA AVE #A","VENICE","1","2.00 (1 1 0 0)","1,330","5,002","1981","$5,295","$5,295","1+Year","Unfurnished","30"
"","29","25528149","11","LD","913   Venezia Ave ","Venice","2","1.00 (1 0 0 0)","984","4,499","1922","$5,300","$5,300","1+Year","Unfurnished","7"
"","40","SB25041594MR","11","LD","2429   Ocean AVE ","VENICE","2","2.00 (2 0 0 0)","1,250","2,701","1970","$5,349","$5,250","1-Year","Unfurnished","4"
"","38","24-423210","11","LD","131   Clubhouse Ave ","Venice","2","2.00 (2 0 0 0)","1,206","2,243","1913","$5,395","$5,000","1+Year","Unfurnished","53"
"","1","25557967","11","LD","926   California Ave ","Venice","2","1.00 (1 0 0 0)","950","4,589","1915","$5,400","$5,400","12 Months","Unfurnished","29"
"","32","25505173","11","LD","1055   Palms Blvd ","Venice","3","3.00 (2 0 1 0)","1,120","5,751","2024","$5,400","$5,420","1+Year","Unfurnished","47"
"","23","25542183","11","LD","2421   Cloy AVE ","VENICE","2","1.00 (1 0 0 0)","","3,603","1950","$5,450","$5,450","1+Year","Unfurnished","18"
"","23","25546251","11","LD","745   Vernon Ave ","Venice","2","1.00 (1 0 0 0)","1,248","4,804","1928","$5,500","$5,500","1+Year","Both","10"
"","13","25530627","11","LD","40  S Venice Blvd ","Venice","2","2.00 (2 0 0 0)","1,400","4,415","1977","$5,500","$5,500","1+Year","Unfurnished","39"
"","1","25521647","11","LD","667   Brooks Ave #3","Venice","2","2.00 (2 0 0 0)","1,200","5,260","1926","$5,500","$5,500","1+Year","Unfurnished","120"
"","22","SR24227053MR","11","LD","2353   Beach AVE ","VENICE","2","1.00 (1 0 0 0)","843","2,699","1954","$5,500","$5,500","Negotiable","Unfurnished","100"
"","18","DW25002327MR","11","LD","1009   Palms BLVD ","VENICE","3","2.00 (2 0 0 0)","972","5,700","1923","$5,500","$5,500","1-Year","Unfurnished","20"
"","21","24-423105","11","LD","8   Brooks Ave #6","Venice","1","1.00 (1 0 0 0)","900","6,558","1921","$5,500","$5,500","1-Year","Unfurnished","36"
"","16","24-433965","11","LD","840   Milwood Ave ","Venice","2","1.00 (1 0 0 0)","864","4,262","1923","$5,500","$5,500","1+Year,12 Months","Unfurnished","9"
"","22","24-438559","11","LD","31   29th Ave #3","Venice","3","2.00 (2 0 0 0)","1,300","2,641","1969","$5,500","$5,500","1+Year","Unfurnished","40"
"","17","24-437391","11","LD","1014   Oakwood Ave ","Venice","3","1.00 (1 0 0 0)","751","3,844","1905","$5,500","$6,000","1+Year,12 Months,24 Months","Unfurnished","16"
"","27","24-398935","11","LD","330   5th Ave #B","Venice","2","3.00 (2 0 1 0)","1,200","7,166","1921","$5,500","$5,500","12 Months,Renewal Options,Month-to-Month,Short Term Lease,1+Year,6 Months","Furnished","67"
"","25","24-400669","11","LD","943   Indiana Ave ","Venice","2","1.00 (1 0 0 0)","932","4,810","1952","$5,500","$5,500","1+Year","Unfurnished","50"
"","22","24-413217","11","LD","108   Thornton Pl ","Venice","3","2.00 (2 0 0 0)","1,556","1,830","1908","$5,500","$5,300","1+Year","Unfurnished","17"
"","14","24-412477","11","LD","835   Courtland St ","Venice","3","2.00 (2 0 0 0)","1,230","5,814","1951","$5,500","$5,300","1-Year","Unfurnished","109"
"","8","24-448293","11","LD","8   Brooks Ave #6","Venice","1","1.00 (1 0 0 0)","975","6,560","2006","$5,500","$5,500","1-Year","Unfurnished","13"
"","17","24-455885","11","LD","545   San Juan Ave ","Venice","3","2.00 (2 0 0 0)","975","5,230","1963","$5,500","$5,500","1+Year","Unfurnished","28"
"","17","25-479563","11","LD","636   Brooks AVE ","VENICE","2","1.00 (1 0 0 0)","788","4,993","1926","$5,500","$5,500","1+Year","Unfurnished","21"
"","31","24-448065","11","LD","607   Indiana AVE ","VENICE","2","2.00 (1 1 0 0)","","5,017","","$5,600","$5,600","1+Year,Negotiable","Unfurnished","16"
"","16","25516571","11","LD","615   Hampton Dr #B303","Venice","1","2.00 (2 0 0 0)","1,358","11,552","2004","$5,600","$5,000","Season,Other","Furnished","8"
"","15","24-471071","11","LD","2425   OCEAN AVE #1","VENICE","2","2.00 (2 0 0 0)","1,200","2,701","1970","$5,605","$5,605","1+Year","Unfurnished","31"
"","16","25564965","11","LD","2419   Walnut AVE ","VENICE","3","2.00 (2 0 0 0)","1,100","5,800","","$5,650","$5,650","1+Year,1-Year","Unfurnished","15"
"","17","25534863","11","LD","1548   CABRILLO AVE ","VENICE","2","1.00 (1 0 0 0)","822","2,367","1947","$5,695","$5,695","1+Year","Unfurnished","23"
"","43","25534531","11","LD","17   Sunset Ave #2","Venice","2","1.00 (1 0 0 0)","800","3,664","1965","$5,700","$5,700","1+Year,12 Months","Both","86"
"","22","24-394589","11","LD","861   Venezia Ave ","Venice","2","1.00 (1 0 0 0)","1,000","5,501","1922","$5,700","$5,500","1+Year","Unfurnished","87"
"","13","225000450VC","11","LD","1418   Abbot Kinney BLVD #2","VENICE","3","2.00 (1 1 0 0)","1,350","2,700","1973","$5,700","$5,700","","","64"
"","26","25556537","11","LD","336   5th Ave ","Venice","2","2.00 (2 0 0 0)","1,600","7,166","1960","$5,720","$5,720","1+Year","Unfurnished","6"
"","33","25558253","11","LD","24   Westminster Ave #1","Venice","2","2.00 (1 1 0 0)","1,261","3,148","","$5,750","$5,750","1+Year","Unfurnished","52"
"","5","CV25006982MR","11","LD","2901   Clune AVE ","VENICE","2","1.00 (1 0 0 0)","1,072","5,212","1949","$5,750","$5,750","1-Year","Unfurnished","24"
"","16","24-445599","11","LD","212   4th AVE ","VENICE","3","2.00 (2 0 0 0)","1,400","4,187","1960","$5,750","$5,750","1+Year","Unfurnished","9"
"","18","25-484401","11","LD","545   San Juan Unit #4 Ave ","Venice","3","2.00 (2 0 0 0)","975","5,230","1963","$5,750","$5,750","1+Year","Unfurnished","39"
"","30","24-470667","11","LD","17   Sunset Ave #1","Venice","2","1.00 (1 0 0 0)","800","3,664","1965","$5,800","$5,600","1-Year,Negotiable","Both","71"
"","21","SR24202466MR","11","LD","28   27th AVE ","VENICE","2","1.00 (1 0 0 0)","1,000","2,641","1920","$5,850","$6,145","","Unfurnished","4"
"","25","25564197","11","LD","704   Vernon Ave ","Venice","1","1.00 (1 0 0 0)","626","5,089","1940","$5,850","$5,550","1-Year","Unfurnished","26"
"","19","24-465017","11","LD","34   18th Ave #1","Venice","2","2.00 (2 0 0 0)","1,205","2,642","1969","$5,895","$5,850","1+Year","Unfurnished","98"
"","29","24-423907","11","LD","832   Indiana Ave ","Venice","2","2.00 (2 0 0 0)","950","5,281","1925","$5,900","$5,900","1+Year","Unfurnished","5"
"","22","25505357","11","LD","2324   Louella Ave ","Venice","3","2.00 (2 0 0 0)","1,372","6,110","1921","$5,900","$5,900","1-Year","Unfurnished","15"
"","26","25531663","11","LD","8   Brooks Ave #13","Venice","1","1.00 (1 0 0 0)","975","6,560","2007","$5,950","$5,950","1+Year","Unfurnished","43"
"","43","24-423113","11","LD","8   Brooks Ave #13","Venice","1","1.00 (1 0 0 0)","975","6,558","1921","$5,950","$5,500","1-Year","Unfurnished","143"
"","28","24-398885","11","LD","8   Brooks Ave #1","Venice","2","1.00 (1 0 0 0)","1,350","6,560","2006","$5,950","$5,500","1-Year","Unfurnished","111"
"","15","24-458863","11","LD","31   Breeze Ave #C","Venice","2","2.00 (2 0 0 0)","1,000","3,140","1910","$5,950","$5,800","1+Year","Both","32"
"","20","24-470135","11","LD","543   28th Ave ","Venice","2","1.00 (1 0 0 0)","993","4,002","1941","$5,950","$6,100","1+Year","Unfurnished","11"
"","21","25557613","11","LD","2458   Glencoe Ave ","Venice","3","2.00 (1 1 0 0)","1,419","5,845","1924","$5,995","$5,995","1+Year","Both","13"
"","17","25558639","11","LD","614   6th Ave #3","Venice","3","2.00 (2 0 0 0)","1,500","5,662","1964","$5,995","$6,000","1+Year","Unfurnished","12"
"","28","25534383","11","LD","312   Market St ","Venice","2","2.00 (2 0 0 0)","0","2,848","1938","$6,000","$6,500","1+Year,1-Year","Unfurnished","4"
"","28","25529901","11","LD","1150   Grant Ave ","Venice","3","1.00 (1 0 0 0)","1,289","4,197","1929","$6,000","$6,000","1+Year","Unfurnished","40"
"","17","25541915","11","LD","440   Howland Canal  #1","Venice","1","1.00 (1 0 0 0)","900","2,850","1924","$6,000","$5,500","Negotiable","Furnished","67"
"","17","25-479635","11","LD","1352   Vienna Way ","Venice","2","2.00 (2 0 0 0)","850","7,164","2022","$6,000","$6,200","1+Year","Unfurnished","16"
"","24","24-461825","11","LD","1026   Garfield AVE ","VENICE","3","2.00 (2 0 0 0)","1,487","4,205","1939","$6,000","$5,800","1+Year","Unfurnished","19"
"","31","24-396165","11","LD","17   Sunset Ave #4","Venice","2","1.00 (1 0 0 0)","800","3,664","1965","$6,000","$6,000","1+Year,6 Months,Negotiable","Both","297"
"","48","24-395833","11","LD","17   Sunset Ave #2","Venice","2","1.00 (1 0 0 0)","800","3,664","1965","$6,150","$6,000","1+Year,1-Year,12 Months,Month-to-Month,Negotiable,Other,Season","Both","130"
"","6","24-422283","11","LD","1531   Cabrillo Ave #1","Venice","3","3.00 (2 0 1 0)","1,700","8,238","1979","$6,250","$6,000","1+Year,24 Months","Unfurnished","27"
"","1","25553663","11","LD","1216   Elm St ","Venice","2","2.00 (2 0 0 0)","878","3,500","1948","$6,300","$5,700","1+Year","Unfurnished","36"
"","25","25513657","11","LD","813   Angelus Pl ","Venice","2","1.00 (1 0 0 0)","990","4,200","1924","$6,350","$6,350","1+Year","Unfurnished","4"
"","22","25530647","11","LD","825   Nowita Pl ","Venice","3","2.00 (2 0 0 0)","1,068","3,145","1915","$6,395","$6,575","1+Year","Unfurnished","1"
"","17","CV24112734MR","11","LD","220   4th AVE ","VENICE","3","1.00 (1 0 0 0)","1,058","4,180","1945","$6,400","$6,400","","Unfurnished","175"
"","25","24-470499","11","LD","660   Rose AVE #4","VENICE","1","2.00 (2 0 0 0)","1,450","5,795","2002","$6,450","$6,450","1+Year","Unfurnished","89"
"","24","24-447837","11","LD","915   Milwood AVE ","VENICE","4","3.00 (3 0 0 0)","","4,250","1952","$6,495","$7,995","1+Year","Unfurnished","20"
"","27","25525681","11","LD","30   Park Ave ","Venice","3","2.00 (1 0 1 0)","1,314","3,611","1906","$6,495","$6,495","1+Year","Unfurnished","0"
"","20","25527471","11","LD","815   HAMPTON DR #5B","VENICE","2","2.00 (1 1 0 0)","1,801","18,223","2008","$6,500","$6,250","1+Year","Unfurnished","14"
"","1","25515627","11","LD","2617   Abbot Kinney Blvd #2nd Flr.","Venice","3","2.00 (2 0 0 0)","1,264","4,276","1960","$6,500","$6,000","1+Year,12 Months","Unfurnished","97"
"","28","25517055","11","LD","521   Rialto Ave ","Venice","2","2.00 (1 0 1 0)","1,354","2,189","1923","$6,500","$6,500","1+Year","Unfurnished","7"
"","22","SB25002634MR","11","LD","36   Navy ST #8","VENICE","2","3.00 (2 0 1 0)","1,081","8,603","1985","$6,500","$6,500","1-Year","Unfurnished","14"
"","24","25571053","11","LD","2340   Beach Ave ","Venice","2","2.00 (2 0 0 0)","","2,403","1953","$6,500","$6,500","Short Term Lease,1-Year,Other,Negotiable","Furnished","9"
"","21","WS24198108MR","11","LD","1366   Rose AVE ","VENICE","3","2.00 (2 0 0 0)","1,664","5,525","1965","$6,500","$6,500","","Unfurnished","4"
"","12","24-446547","11","LD","666   San Juan Ave ","Venice","2","1.00 (1 0 0 0)","1,016","5,200","1912","$6,500","$6,500","1+Year,1-Year,Month-to-Month,Negotiable,Season,Other,Weekly,12 Months,24 Months","Both","106"
"","9","24-440585","11","LD","609   Victoria Ave ","Venice","2","2.00 (2 0 0 0)","934","5,458","1963","$6,500","$6,500","1-Year,1+Year","Unfurnished","88"
"","23","24-417039","11","LD","615   Hampton Dr #A301","Venice","1","2.00 (1 0 1 0)","1,358","19,312","2004","$6,500","$6,500","1+Year","Unfurnished","34"
"","20","25501693","11","LD","830   California Ave ","Venice","2","3.00 (2 0 1 0)","1,633","4,725","2013","$6,600","$6,600","1+Year","Unfurnished","4"
"","28","24-394195","11","LD","660   Rose AVE #1","VENICE","1","2.00 (1 0 1 0)","1,450","5,795","2002","$6,650","$6,650","1+Year","Unfurnished","95"
"","21","24-458801","11","LD","820   Crestmoore Pl ","Venice","2","2.00 (1 0 1 0)","1,355","4,202","1941","$6,750","$6,750","1+Year","Unfurnished","70"
"","17","25527259","11","LD","705   Sunset Ave #Front unit","Venice","2","2.00 (2 0 0 0)","1,180","5,793","1945","$6,850","$7,000","1+Year","Unfurnished","15"
"","27","25531817","11","LD","1101   Palms Blvd ","Venice","2","2.00 (2 0 0 0)","1,388","5,752","1926","$6,950","$6,950","1+Year","Unfurnished","6"
"","18","25509267","11","LD","957   Lake St ","Venice","3","2.00 (1 1 0 0)","1,450","4,823","1949","$6,950","$6,950","1+Year","Unfurnished","14"
"","25","24-468937","11","LD","1012   Indiana Ct ","Venice","3","3.00 (3 0 0 0)","1,411","4,710","1951","$6,950","$6,950","1+Year,12 Months","Unfurnished","39"
"","30","24-452657","11","LD","1100   Victoria Ave ","Venice","4","4.00 (3 0 1 0)","2,035","7,469","1950","$6,990","$7,200","1+Year","Unfurnished","56"
"","1","24-456797","11","LD","653   Sunset Ave #B","Venice","3","3.00 (2 0 1 0)","2,050","5,794","2014","$6,995","$7,100","1+Year","Unfurnished","101"
"","35","24-457085","11","LD","608   Westminster Ave #1/2","Venice","2","2.00 (2 0 0 0)","1,337","5,203","1946","$6,995","$6,995","1+Year,1-Year,12 Months","Unfurnished","22"
"","26","24-469535","11","LD","1794   Washington Way ","Venice","4","3.00 (3 0 0 0)","1,578","4,230","1941","$6,995","$6,995","1+Year","Unfurnished","12"
"","28","24-402673","11","LD","826   Flower AVE ","VENICE","3","3.00 (3 0 0 0)","1,466","4,398","1946","$6,995","$6,995","1+Year,1-Year","Both","24"
"","26","24-422519","11","LD","228   Rennie Ave ","Venice","2","2.00 (2 0 0 0)","1,824","4,131","1927","$6,995","$7,250","1+Year","Unfurnished","7"
"","22","25519593","11","LD","28   28TH AVE #1","VENICE","2","2.00 (1 1 0 0)","1,650","2,640","1988","$6,995","$7,100","1+Year","Unfurnished","9"
"","16","25545739","11","LD","228   3rd Ave ","Venice","3","2.00 (1 0 1 0)","1,397","6,190","1940","$7,000","$6,500","1+Year","Unfurnished","21"
"","25","24-408431","11","LD","1113   Electric Ave #2","Venice","1","2.00 (1 0 1 0)","1,542","14,390","2000","$7,000","$6,500","1+Year","Unfurnished","33"
"","38","24-467823","11","LD","1366   Appleton Way ","Venice","3","2.00 (2 0 0 0)","1,900","6,500","1947","$7,000","$7,000","1+Year,12 Months","Unfurnished","73"
"","38","25-480301","11","LD","2323   Grand Canal  ","Venice","1","1.00 (1 0 0 0)","900","2,692","1915","$7,000","$7,000","Short Term Lease,Season,1+Year,Negotiable,Month-to-Month","Furnished","6"
"","24","24-464425","11","LD","38   Sunset Ave ","Venice","2","3.00 (2 0 1 0)","1,200","3,603","1924","$7,100","$7,150","1+Year","Both","50"
"","34","25553369","11","LD","41   29th Ave #2","Venice","3","2.00 (2 0 0 0)","1,650","2,640","1972","$7,195","$7,195","1+Year","Unfurnished","16"
"","1","25552155","11","LD","734 1/2  Milwood Ave ","Venice","2","3.00 (2 0 1 0)","989","5,403","1913","$7,200","$7,200","1+Year","Unfurnished","26"
"","19","25550187","11","LD","205  N Venice Blvd #2","Venice","3","2.00 (2 0 0 0)","1,600","3,068","1991","$7,200","$7,200","12 Months","Unfurnished","10"
"","15","24-439407","11","LD","1209   Appleton Way ","Venice","3","2.00 (2 0 0 0)","1,680","10,891","1947","$7,200","$7,200","1-Year","Unfurnished","118"
"","40","24-443801","11","LD","1034   Rose Ave ","Venice","4","2.00 (2 0 0 0)","1,532","4,955","1954","$7,250","$7,000","1+Year","Unfurnished","9"
"","22","25541895","11","LD","424   Carroll Canal  ","Venice","2","1.00 (1 0 0 0)","900","2,850","","$7,250","$7,350","1+Year","Unfurnished","19"
"","1","25566349","11","LD","653   SUNSET AVE #A","VENICE","3","3.00 (2 0 1 0)","1,750","5,794","2014","$7,250","$7,815","1+Year","Unfurnished","26"
"","20","24-428925","11","LD","815   Hampton Dr #2","Venice","2","2.00 (2 0 0 0)","1,801","18,222","2008","$7,400","$7,400","1+Year,Other","Both","46"
"","23","24-410929","11","LD","218   RUTH AVE ","VENICE","3","2.00 (1 0 1 0)","1,169","4,232","1947","$7,495","$8,500","1+Year","Unfurnished","37"
"","22","25532279","11","LD","633   Palms Blvd #B","Venice","2","2.00 (2 0 0 0)","1,379","5,400","1924","$7,495","$7,350","1+Year","Unfurnished","26"
"","19","25545737","11","LD","531   Venice Way ","Venice","2","2.00 (2 0 0 0)","2,200","4,493","1985","$7,500","$7,350","1+Year","Unfurnished","49"
"","14","25516863","11","LD","657   Brooks Ave ","Venice","3","2.00 (2 0 0 0)","1,320","5,279","1948","$7,500","$7,500","1-Year,6 Months,Month-to-Month,Negotiable,Season,Short Term Lease,Weekly","Unfurnished","42"
"","9","25569403","11","LD","1712 1/2  Abbot Kinney Blvd ","Venice","2","3.00 (3 0 0 0)","1,880","3,001","2006","$7,500","$8,750","1+Year","Unfurnished","7"
"","20","24-410663","11","LD","533   Venice Way ","Venice","2","2.00 (2 0 0 0)","2,200","4,493","1985","$7,500","$7,500","1+Year","Unfurnished","14"
"","30","24-436357","11","LD","2376   Dewey St ","Santa Monica","3","2.00 (2 0 0 0)","1,442","6,089","1954","$7,500","$7,500","12 Months","Unfurnished","5"
"","28","25-485077","11","LD","1524   Louella Ave ","Venice","3","2.00 (2 0 0 0)","1,392","5,952","1949","$7,700","$7,700","1+Year,1-Year","Unfurnished","6"
"","31","24-446063","11","LD","260   3rd AVE ","VENICE","2","3.00 (3 0 0 0)","2,024","3,028","2007","$7,750","$7,500","1+Year","Unfurnished","27"
"","13","24-386003","11","LD","736   Marco Pl ","Venice","2","1.00 (1 0 0 0)","1,136","3,444","1920","$7,800","$7,800","Season","Furnished","74"
"","11","25-490267","11","LD","526   Broadway St ","Venice","3","3.00 (2 0 1 0)","2,093","4,801","2007","$7,800","$7,800","1+Year,Renewal Options","Unfurnished","7"
"","3","24-466719","11","LD","1057   PALMS  ","VENICE","4","4.00 (4 0 0 0)","2,079","5,749","1927","$7,800","$8,580","1+Year","Unfurnished","53"
"","35","24-430297","11","LD","563   Vernon Ave ","Venice","3","2.00 (2 0 0 0)","1,809","4,410","","$7,850","$7,900","1+Year","Unfurnished","8"
