"Open Houses","Photo","MLS","AR","S","Address","City","BR","Baths(FTHQ)","SqFt","Lot Sz","YB","LP","SP","Lease Terms","Furnished","DOM"
"","26","25-476444","12","LD","4725   La Villa Marina  #B","Marina Del Rey","2","3.00 (2 0 1 0)","1,582","73,879","1966","$4,950","$5,000","6 Months","Furnished","149"
"","26","24-376479","12","LD","4314   marina city DR #424","MARINA DEL REY","1","1.00 (1 0 0 0)","1,000","0","","$4,950","$4,500","Month-to-Month,Negotiable,1+Year,1-Year,Short Term Lease","Both","20"
"","38","25515995","12","LD","4200   Via Dolce  #331","Marina Del Rey","1","2.00 (2 0 0 0)","1,546","191,326","1974","$4,950","$4,800","1+Year","Unfurnished","99"
"","3","25550023","12","LD","11800   Courtleigh Dr #406","Los Angeles","2","2.00 (2 0 0 0)","1,350","14,868","2023","$4,950","$4,950","1+Year","Unfurnished","6"
"","22","SB24083700MR","12","LD","4738   La Villa Marina  #H","MARINA DEL REY","3","3.00 (2 0 1 0)","1,932","66,582","1966","$4,950","$4,950","1-Year","Unfurnished","19"
"","20","PW24104131MR","12","LD","12326   Greene AVE #FRONT HOUS","LOS ANGELES","3","2.00 (2 0 0 0)","2,147","6,562","1950","$4,950","$4,950","1-Year","Unfurnished","29"
"","33","SB24034831MR","12","LD","13230   Fiji Way #F","MARINA DEL REY","2","3.00 (2 0 1 0)","1,925","","1969","$4,950","$4,950","1-Year","Unfurnished","42"
"","17","25568837","12","LD","4561   Alla Rd #4","Marina Del Rey","2","2.00 (1 1 0 0)","1,153","196,085","1977","$4,995","$5,000","1+Year","Unfurnished","9"
"","44","24-342873","12","LD","4316   Marina City Dr #619","Marina Del Rey","3","2.00 (1 1 0 0)","","1,870","","$4,995","$4,995","1+Year","Unfurnished","130"
"","61","24-352663","12","LD","4265   Marina City Drive  #415","Marina Del Rey","2","2.00 (2 0 0 0)","1,422","0","","$4,995","$4,900","1+Year","Unfurnished","69"
"","33","24-466543","12","LD","4080   Glencoe Ave #211","Marina Del Rey","2","2.00 (2 0 0 0)","1,410","17,341","2011","$4,999","$4,999","1+Year","Unfurnished","12"
"","36","24-459325","12","LD","13356   Beach Ave ","Marina Del Rey","3","2.00 (2 0 0 0)","1,675","4,606","1927","$5,000","$5,000","1+Year,Negotiable,6 Months","Both","11"
"","20","24-367769","12","LD","13234   Fiji Way #D","Marina Del Rey","3","3.00 (2 0 1 0)","1,932","64,223","1969","$5,000","$5,000","1+Year","Unfurnished","29"
"","33","24-375347","12","LD","4141   Glencoe Ave #201","Marina Del Rey","2","2.00 (1 0 1 0)","1,270","39,393","2008","$5,000","$5,000","12 Months,6 Months,Short Term Lease","Furnished","12"
"","11","24-397513","12","LD","4600   Via Dolce  #319","Marina Del Rey","3","2.00 (2 0 0 0)","1,686","194,654","1979","$5,000","$5,000","24 Months,Renewal Options","Unfurnished","21"
"","23","SB24056899MR","12","LD","4733   La Villa Marina  #A","MARINA DEL REY","3","3.00 (1 1 1 0)","1,763","73,879","1966","$5,000","$5,000","1-Year","Unfurnished","23"
"","25","SB24007095MR","12","LD","4342   Redwood AVE #C-115","MARINA DEL REY","2","2.00 (2 0 0 0)","1,929","259,551","1981","$5,000","$5,000","1-Year","Unfurnished","113"
"","16","SB25053077MR","12","LD","12726   Rubens AVE ","LOS ANGELES","3","1.00 (1 0 0 0)","1,192","5,000","1947","$5,000","$5,000","1-Year","Unfurnished","7"
"","8","25-490281","12","LD","4720   Campbell Dr ","Culver City","2","1.00 (1 0 0 0)","1,100","4,584","1951","$5,000","$4,750","1+Year","Unfurnished","68"
"","27","25541067","12","LD","5100   Via Dolce  #208","Marina Del Rey","2","2.00 (2 0 0 0)","1,492","100,437","1978","$5,100","$5,100","1+Year","Furnished","31"
"","16","25536633","12","LD","12468   Rubens Ave ","Los Angeles","3","2.00 (1 0 1 0)","1,088","5,000","1952","$5,100","$5,100","1+Year","Unfurnished","12"
"","15","81994603ML","12","LD","12751   Pacific AVE #8","Los Angeles","2","2.00 (2 0 1 0)","1,279","14,487","1982","$5,100","$5,100","Deposit Required","","1"
"","15","81998530ML","12","LD","12751   Pacific AVE #8","Los Angeles","2","2.00 (2 0 1 0)","1,279","14,487","1982","$5,100","$5,100","Deposit Required","","7"
"","11","25566689","12","LD","12856   Walsh Ave ","Los Angeles","3","1.00 (1 0 0 0)","1,089","7,204","1951","$5,100","$5,100","1-Year,1+Year","Unfurnished","13"
"","28","25552069","12","LD","11938   Courtleigh Dr #7","Los Angeles","2","2.00 (2 0 0 0)","1,432","7,803","1982","$5,100","$5,000","1+Year","Unfurnished","25"
"","15","24-375603","12","LD","4080   Glencoe Ave #225","Marina Del Rey","2","2.00 (2 0 0 0)","1,310","6,760","2011","$5,190","$5,290","1+Year","Unfurnished","25"
"","1","24-388475","12","LD","4080   Glencoe Ave #112","Marina Del Rey","2","2.00 (2 0 0 0)","1,672","17,336","2011","$5,200","$5,000","1+Year","Unfurnished","10"
"","66","24-458403","12","LD","4267   Marina City  #202","Marina Del Rey","2","2.00 (1 1 0 0)","","1,570","","$5,200","$5,200","1+Year","Unfurnished","70"
"","34","24-426039","12","LD","306   Bora Bora Way #314","Marina Del Rey","2","2.00 (2 0 0 0)","1,502","100,437","1978","$5,200","$5,200","1+Year,1-Year,12 Months,24 Months","Unfurnished","38"
"","38","24-440369","12","LD","5100   Via Dolce  #213","Marina Del Rey","2","2.00 (2 0 0 0)","1,492","100,437","1978","$5,200","$5,200","1+Year","Unfurnished","10"
"","50","24-446789","12","LD","4267   Marina City Dr #102","Marina Del Rey","1","2.00 (1 1 0 0)","1,422","1,422","","$5,200","$5,200","6 Months","Furnished","32"
"","1","25535565","12","LD","4080   Glencoe Ave #112","Marina Del Rey","2","2.00 (2 0 0 0)","1,672","17,336","2011","$5,200","$5,200","1+Year","Unfurnished","21"
"","24","25545743","12","LD","13337   Beach Ave #102","Marina Del Rey","3","3.00 (2 1 0 0)","2,486","13,761","2013","$5,225","$5,225","1+Year","Unfurnished","3"
"","8","25543893","12","LD","13900   Panay Way #SR-210","Marina Del Rey","2","2.00 (1 1 0 0)","1,375","0","","$5,240","$5,240","1+Year","Unfurnished","0"
"","16","25539865","12","LD","11800   Courtleigh Dr #402","Los Angeles","2","2.00 (2 0 0 0)","1,500","14,868","2023","$5,250","$5,250","1+Year","Unfurnished","17"
"","20","25514421","12","LD","4316   Marina City Dr #531","Marina Del Rey","2","2.00 (2 0 0 0)","1,422","0","1972","$5,250","$5,250","1+Year","Unfurnished","15"
"","20","SB25033995MR","12","LD","4025   Michael AVE ","LOS ANGELES","3","3.00 (1 1 1 0)","1,375","5,500","1950","$5,250","$5,350","1-Year","Unfurnished","84"
"","19","24-439541","12","LD","11800   Courtleigh Dr #304","Los Angeles","3","3.00 (3 0 0 0)","1,580","14,868","","$5,250","$5,250","1+Year","Unfurnished","73"
"","32","24-416525","12","LD","4316   Marina City Dr #631","Marina Del Rey","2","2.00 (2 0 0 0)","1,422","0","","$5,250","$5,250","1+Year","Unfurnished","4"
"","13","24-462863","12","LD","13035   Mindanao Way #9","Marina Del Rey","2","3.00 (2 0 1 0)","1,547","390,168","1975","$5,295","$4,995","12 Months","Unfurnished","34"
"","38","25541353","12","LD","306   Bora Bora Way #306","Marina Del Rey","2","2.00 (2 0 0 0)","1,411","100,437","1978","$5,299","$5,299","1+Year,12 Months","Unfurnished","26"
"","51","DW25069385MR","12","LD","4778   La Villa Marina  #A","MARINA DEL REY","2","3.00 (2 0 1 0)","1,582","66,582","1968","$5,300","$5,300","1-Year","Unfurnished","10"
"","36","25-476395","12","LD","13078   Mindanao Way #116","Marina Del Rey","2","2.00 (2 0 0 0)","1,885","538,904","1980","$5,300","$5,300","1+Year","Both","7"
"","20","24-469303","12","LD","116   Driftwood St ","Marina Del Rey","2","2.00 (2 0 0 0)","1,100","2,455","1967","$5,300","$5,100","Negotiable","Unfurnished","59"
"","36","24-422479","12","LD","4080   Glencoe Ave #220","Marina Del Rey","2","2.00 (2 0 0 0)","1,260","11,324","2011","$5,300","$5,100","1+Year,Negotiable","Unfurnished","20"
"","24","24-410879","12","LD","13238   Fiji Way #C","Marina Del Rey","2","3.00 (1 1 1 0)","1,932","64,223","1969","$5,300","$5,300","1+Year","Unfurnished","21"
"","58","24-448322","12","LD","4265   Marina City DR #101","MARINA DEL REY","3","4.00 (2 1 1 0)","1,722","1,722","1972","$5,350","$5,350","1+Year","Unfurnished","108"
"","30","25554263","12","LD","13065   Mindanao Way #6","Marina Del Rey","2","3.00 (1 1 1 0)","1,866","390,168","1975","$5,375","$5,375","1+Year,1-Year,12 Months","Unfurnished","9"
"","24","SB25094182MR","12","LD","13230   Fiji WAY #F","MARINA DEL REY","2","3.00 (2 0 1 0)","1,932","67,071","1969","$5,400","$5,400","1+Year,1-Year","Unfurnished","12"
"","28","24-396003","12","LD","13016   Mindanao Way #3","Marina Del Rey","2","3.00 (2 0 1 0)","1,646","157,960","1976","$5,400","$5,400","1+Year","Unfurnished","16"
"","30","24-382037","12","LD","4305   Redwood Ave #10","Marina Del Rey","3","3.00 (3 0 0 0)","1,585","552,201","1974","$5,400","$5,400","1-Year,Negotiable","Unfurnished","14"
"","58","24-383545","12","LD","4335   Marina City Dr #444","Marina Del Rey","2","2.00 (2 0 0 0)","1,422","0","","$5,495","$5,395","1+Year","Unfurnished","73"
"","26","24-364971","12","LD","13326   Beach Ave #104","Marina Del Rey","2","2.00 (1 1 0 0)","1,540","13,280","2007","$5,495","$5,495","1+Year,1-Year,12 Months","Unfurnished","38"
"","29","24-429725","12","LD","31   Spinnaker St #13","Marina Del Rey","2","2.00 (1 0 1 0)","1,337","17,868","1967","$5,495","$5,495","1+Year,1-Year","Unfurnished","80"
"","28","24-460825","12","LD","35   Catamaran St #4","Marina Del Rey","3","2.00 (2 0 0 0)","1,114","3,064","1968","$5,495","$5,495","1+Year","Unfurnished","17"
"","1","24-458087","12","LD","4055   Beethoven St ","Los Angeles","2","1.00 (1 0 0 0)","950","4,956","","$5,500","$5,500","1+Year","Unfurnished","52"
"","63","24-431443","12","LD","4335   Marina City Dr #1138","Marina Del Rey","1","1.00 (1 0 0 0)","1,050","1,050","","$5,500","$5,500","12 Months","Furnished","168"
"","35","24-438079","12","LD","4771   La Villa Marina  #G","Marina Del Rey","2","2.00 (2 0 0 0)","1,582","87,578","1968","$5,500","$5,400","1+Year","Unfurnished","7"
"","47","24-434049","12","LD","13600   MARINA POINTE DR #415","MARINA DEL REY","2","3.00 (2 0 1 0)","2,295","122,916","1999","$5,500","$5,200","6 Months","Unfurnished","70"
"","36","24-439721","12","LD","4333   Redwood Ave #8","Marina Del Rey","2","3.00 (3 0 0 0)","1,866","552,201","1974","$5,500","$5,500","1+Year,Negotiable","Unfurnished","17"
"","25","24-441909","12","LD","4926 1/2  Mcconnell Ave ","Los Angeles","3","3.00 (2 0 1 0)","1,608","94,919","1972","$5,500","$5,500","12 Months","Unfurnished","55"
"","1","24-450323","12","LD","4739   La Villa Marina  #C","MARINA DEL REY","3","3.00 (2 0 1 0)","1,932","85,119","1966","$5,500","$5,300","1+Year","Unfurnished","20"
"","26","24-445977","12","LD","4333   Alla Rd #4","Marina Del Rey","2","3.00 (1 1 1 0)","1,866","390,168","1975","$5,500","$5,400","1+Year","Unfurnished","94"
"","46","24-454741","12","LD","13700   Marina Pointe Dr #311","Marina Del Rey","2","3.00 (3 0 0 0)","1,384","124,705","2003","$5,500","$5,500","Month-to-Month,Short Term Lease,Season,Negotiable,1-Year,Other","Furnished","16"
"","30","24-378045","12","LD","4723   La Villa Marina  #F","Marina Del Rey","3","3.00 (2 0 1 0)","1,582","73,879","1966","$5,500","$5,500","1+Year","Unfurnished","13"
"","21","24-412347","12","LD","13348  W Washington Blvd ","Culver City","2","4.00 (2 0 2 0)","1,636","8,001","2013","$5,500","$5,000","1-Year","Unfurnished","51"
"","23","SB25050063MR","12","LD","4733   La Villa Marina  #A","MARINA DEL REY","3","3.00 (1 1 1 0)","1,763","73,879","1966","$5,500","$5,500","1-Year","Unfurnished","5"
"","42","SB25139291MR","12","LD","4322   Glencoe AVE #3","MARINA DEL REY","2","3.00 (3 0 0 0)","1,547","552,170","1974","$5,500","$5,500","1-Year","Unfurnished","6"
"","33","GD25063200IT","12","LD","28   Privateer ST ","MARINA DEL REY","2","2.00 (1 1 0 0)","1,030","7,874","1970","$5,500","$5,500","1-Year","Unfurnished","9"
"","23","25545685","12","LD","13214   Fiji Way #D","Marina Del Rey","2","3.00 (2 0 1 0)","1,932","139,339","1969","$5,500","$5,500","1-Year","Unfurnished","46"
"","13","25530103","12","LD","13065   Mindanao Way #11","Marina Del Rey","2","3.00 (2 0 1 0)","1,645","390,168","1975","$5,500","$5,500","1+Year","Unfurnished","15"
"","65","25496703","12","LD","4267   Marina City Dr #1012","Marina Del Rey","1","1.00 (0 1 0 0)","","1,050","","$5,500","$5,500","6 Months","Furnished","7"
"","69","25521325","12","LD","4316   Marina City Dr #619","Marina Del Rey","3","2.00 (1 1 0 0)","","1,870","","$5,600","$5,000","1+Year","Unfurnished","53"
"","26","24-371857","12","LD","3950   VIA DOLCE  #509","MARINA DEL REY","2","3.00 (2 0 1 0)","1,964","191,287","1974","$5,650","$5,650","1-Year","Unfurnished","43"
"","35","24-467405","12","LD","13650   MARINA POINTE DR #806","MARINA DEL REY","2","2.00 (2 0 0 0)","1,533","31,647","2006","$5,650","$5,650","1-Year","Unfurnished","21"
"","18","24-433617","12","LD","13210   Admiral Ave #A","Marina Del Rey","3","3.00 (2 0 1 0)","2,002","83,595","1968","$5,700","$5,700","1+Year","Unfurnished","74"
"","46","24-384179","12","LD","13700   Marina Pointe Dr #530","Marina Del Rey","2","3.00 (3 0 0 0)","1,447","124,705","2003","$5,700","$5,800","1+Year,Negotiable,12 Months,Other","Unfurnished","16"
"","2","24-401515","12","LD","3422   Schooner Ave #6","Marina Del Rey","2","2.00 (2 0 0 0)","1,245","9,863","1969","$5,700","$5,700","1-Year,Other,Short Term Lease,6 Months,Negotiable","Unfurnished","14"
"","26","24-389129","12","LD","4350   Via Dolce  #210","Marina Del Rey","2","2.00 (2 0 0 0)","1,419","191,326","1974","$5,700","$5,700","1+Year,12 Months,6 Months","Unfurnished","37"
"","27","24-404486","12","LD","13650   MARINA POINTE DR #708","MARINA DEL REY","2","2.00 (2 0 0 0)","1,584","31,647","2006","$5,750","$5,750","1+Year,1-Year","Unfurnished","66"
"","29","24-457304","12","LD","13030   MINDANAO WAY #2","MARINA DEL REY","3","3.00 (3 0 0 0)","1,707","130,685","1977","$5,750","$5,700","1+Year,24 Months","Unfurnished","5"
"","8","25543875","12","LD","13900   Panay Way #M-102","Marina Del Rey","2","2.00 (1 1 0 0)","1,375","0","","$5,780","$5,780","1+Year","Unfurnished","0"
"","29","DW24145046MR","12","LD","1046   Princeton DR #206","MARINA DEL REY","3","3.00 (3 0 0 0)","1,776","46,290","2007","$5,790","$5,790","","Unfurnished","84"
"","46","PF24079954PF","12","LD","20   Catamaran ST #202","MARINA DEL REY","2","2.00 (2 0 0 0)","1,130","8,741","1985","$5,795","$5,795","1+Year,1-Year,Negotiable","Unfurnished","32"
"","26","24-371777","12","LD","13700   MARINA POINTE DR #408","MARINA DEL REY","2","3.00 (2 0 1 0)","1,748","124,611","2003","$5,795","$5,650","1+Year","Unfurnished","25"
"","13","24-389337","12","LD","23   Ironsides St ","Marina Del Rey","2","2.00 (2 0 0 0)","1,350","2,884","1969","$5,800","$5,800","1+Year","Unfurnished","42"
"","4","24-392947","12","LD","13310   Maxella Ave #1","Marina Del Rey","2","3.00 (2 0 1 0)","1,866","552,201","1974","$5,800","$5,800","1+Year,12 Months,1-Year","Unfurnished","7"
"","23","25-479871","12","LD","13326   Beach Ave #206","Marina Del Rey","2","2.00 (2 0 0 0)","1,850","13,284","2007","$5,800","$5,800","1+Year","Unfurnished","7"
"","35","24-470521","12","LD","3805   Gran Corso  ","Marina Del Rey","3","3.00 (3 0 0 0)","2,100","4,000","","$5,850","$5,800","1-Year","Unfurnished","119"
"","27","24-415287","12","LD","13650   Marina Pointe Dr #304","Marina Del Rey","2","3.00 (3 0 0 0)","1,679","31,650","2006","$5,850","$5,850","1+Year,1-Year,12 Months,24 Months,6 Months,Negotiable","Both","101"
"","21","24-420137","12","LD","1006   Berkeley Dr ","Marina Del Rey","3","2.00 (2 0 0 0)","1,429","6,004","1958","$5,850","$5,850","1+Year","Unfurnished","14"
"","31","24-395493","12","LD","4778   La Villa Marina  #M","Marina Del Rey","3","3.00 (2 0 1 0)","2,000","66,582","1968","$5,900","$5,700","1+Year","Unfurnished","20"
"","30","25-490151","12","LD","3111   Stanford Ave ","Marina Del Rey","2","2.00 (1 1 0 0)","1,232","4,016","1953","$5,900","$5,900","1-Year","Unfurnished","7"
"","63","25-486955","12","LD","13700   Marina Pointe Dr #1028","Marina Del Rey","1","2.00 (1 0 1 0)","1,428","124,705","2003","$5,900","$5,900","1+Year","Both","9"
"","2","25-482875","12","LD","13326   Beach Ave #105","Marina Del Rey","2","2.00 (2 0 0 0)","1,690","13,284","2007","$5,900","$5,900","Negotiable","Unfurnished","1"
"","58","25515869","12","LD","4335   Marina City Dr #444","Marina Del Rey","2","2.00 (2 0 0 0)","1,422","1,422","","$5,925","$5,925","1+Year","Unfurnished","17"
"","20","OC24065000MR","12","LD","13650   Marina Pointe DR #506","MARINA DEL REY","2","2.00 (2 0 0 0)","1,533","31,659","2006","$5,950","$6,400","","Unfurnished","111"
"","19","24-419411","12","LD","4931   Patrae St ","Los Angeles","4","3.00 (3 0 0 0)","2,042","5,013","1971","$5,950","$5,950","1+Year,12 Months","Unfurnished","2"
"","29","25559407","12","LD","13050   Mindanao Way #3","Marina Del Rey","3","3.00 (2 0 1 0)","1,707","130,721","1977","$5,970","$5,970","1-Year","Unfurnished","28"
"","27","25558163","12","LD","4403   Ocean Front Walk #104","Marina Del Rey","1","1.00 (1 0 0 0)","938","7,448","1971","$5,995","$5,995","1+Year,1-Year,12 Months,24 Months,Negotiable","Unfurnished","40"
"","17","SR25025898MR","12","LD","4600   Via Dolce  #309","MARINA DEL REY","2","2.00 (2 0 0 0)","1,613","194,654","1979","$5,995","$5,995","1-Year","Unfurnished","13"
"","15","25517949","12","LD","4735   La Villa Marina  #H","Marina Del Rey","3","3.00 (2 0 1 0)","1,582","85,260","1966","$5,995","$5,500","1+Year","Unfurnished","6"
"","42","25527525","12","LD","3101   Carter Ave ","Marina Del Rey","3","2.00 (2 0 0 0)","1,036","4,335","1926","$5,995","$6,100","1+Year","Unfurnished","19"
"","1","24-408707","12","LD","13650   Marina Pointe Dr #405","Marina Del Rey","2","2.00 (2 0 0 0)","1,714","31,650","2006","$5,995","$5,995","1+Year","Unfurnished","25"
"","33","24-395193","12","LD","6   Voyage St #102","Marina Del Rey","2","2.00 (2 0 0 0)","943","11,094","1968","$5,995","$5,995","1+Year,24 Months,Negotiable,12 Months,1-Year","Unfurnished","7"
"","37","24-376993","12","LD","13700   Marina Pointe Dr #931","Marina Del Rey","2","3.00 (2 0 1 0)","1,434","124,670","2003","$5,995","$5,995","1+Year","Unfurnished","0"
"","44","24-364731","12","LD","13600   Marina Pointe Dr #1214","Marina Del Rey","2","2.00 (1 0 1 0)","1,720","122,529","1999","$5,995","$5,995","1+Year","Unfurnished","73"
"","52","23-338757","12","LD","13700   Marina Pointe Dr #810","Marina Del Rey","1","2.00 (1 0 1 0)","997","124,670","2003","$5,995","$5,995","1+Year,Short Term Lease,6 Months,Month-to-Month,1-Year,12 Months,Renewal Options,24 Months","Furnished","241"
"","18","24-468197","12","LD","6   Voyage St #105","Marina Del Rey","2","2.00 (2 0 0 0)","678","11,094","1968","$5,995","$5,995","1+Year","Unfurnished","34"
"","18","24-429341","12","LD","6   Voyage St #105","Marina Del Rey","2","2.00 (2 0 0 0)","678","11,094","1968","$5,995","$5,995","1+Year","Unfurnished","22"
"","1","24-447875","12","LD","13700   Marina Pointe Dr #1230","MARINA DEL REY","2","3.00 (2 0 1 0)","1,447","124,662","2003","$5,995","$6,000","1+Year","Unfurnished","72"
"","14","24-457549","12","LD","3111   Via Dolce  #304","Marina Del Rey","2","3.00 (3 0 0 0)","1,830","27,345","2010","$5,999","$5,999","1+Year","Unfurnished","17"
"","16","24-469021","12","LD","4329   Redwood Ave #4","Marina Del Rey","2","3.00 (2 0 1 0)","1,866","552,048","1974","$5,999","$5,999","1-Year","Unfurnished","36"
"","1","25564265","12","LD","4219   Moore St ","Los Angeles","2","1.00 (1 0 0 0)","930","5,282","1938","$5,999","$6,250","1+Year","Unfurnished","6"
"","1","25549459","12","LD","4066   Alla Rd ","Los Angeles","3","3.00 (2 0 1 0)","1,018","2,602","1952","$6,000","$6,000","1-Year","Unfurnished","16"
"","37","25499323","12","LD","13065   Mindanao Way #15","Marina Del Rey","3","3.00 (2 1 0 0)","1,547","390,168","1975","$6,000","$6,000","1-Year","Unfurnished","20"
"","41","25499417","12","LD","4766   La Villa Marina  #B","Marina Del Rey","2","3.00 (2 0 1 0)","1,582","66,581","1967","$6,000","$6,000","1+Year","Furnished","10"
"","14","25-476883","12","LD","18   Union Jack St #101","Marina Del Rey","2","2.00 (2 0 0 0)","1,456","6,077","1974","$6,000","$6,000","1+Year","Unfurnished","11"
"","10","24-459401","12","LD","4403   Ocean Front Walk #104","Marina Del Rey","1","1.00 (1 0 0 0)","938","7,448","1971","$6,000","$6,000","1+Year,1-Year,12 Months,24 Months,Negotiable","Unfurnished","6"
"","15","24-427021","12","LD","18   Union Jack St #202","Marina Del Rey","2","2.00 (2 0 0 0)","1,625","6,077","1974","$6,000","$5,900","1+Year","Unfurnished","26"
"","20","225000304VC","12","LD","4338   Redwood AVE #B313","MARINA DEL REY","2","2.00 (2 0 0 0)","2,253","259,551","1981","$6,000","$6,000","","Unfurnished","9"
"","40","225002264VC","12","LD","12856   Rubens AVE ","LOS ANGELES","4","2.00 (2 0 0 0)","1,400","5,631","1926","$6,000","$6,000","","","28"
"","25","225002431VC","12","LD","4316   Marina City DR #927c","MARINA DEL REY","2","2.00 (2 0 0 0)","1,422","","1972","$6,000","$6,000","","","56"
"","49","24-367043","12","LD","13650   Marina Pointe Dr #404","Marina Del Rey","2","3.00 (2 0 1 0)","1,679","31,650","2006","$6,000","$6,000","1+Year","Unfurnished","54"
"","23","24-386847","12","LD","12581   Sanford St ","Los Angeles","3","2.00 (2 0 0 0)","1,618","5,486","1971","$6,000","$6,000","1-Year","Unfurnished","12"
"","6","24-391107","12","LD","13700   Marina Pointe Dr #1225","MARINA DEL REY","2","3.00 (2 0 1 0)","1,431","124,611","2003","$6,000","$6,000","1+Year","Unfurnished","26"
"","47","24-409807","12","LD","13700   Marina Pointe Dr #625","Marina Del Rey","2","3.00 (2 0 1 0)","1,431","124,662","2003","$6,000","$5,800","1+Year","Furnished","95"
"","63","24-421084","12","LD","4265   Marina City Dr #1117","Marina Del Rey","3","2.00 (1 1 0 0)","","1,870","","$6,000","$6,000","1+Year","Unfurnished","165"
"","31","24-402433","12","LD","30   Driftwood St #9","Marina Del Rey","2","2.00 (2 0 0 0)","1,466","6,953","1973","$6,100","$6,100","1+Year","Unfurnished","31"
"","44","25502045","12","LD","4267  W Marina City Club  #204","Marina Del Rey","2","2.00 (2 0 0 0)","1,422","1,422","1970","$6,150","$6,150","1+Year,1-Year","Unfurnished","13"
"","18","25547529","12","LD","6   Voyage St #105","Marina Del Rey","2","2.00 (2 0 0 0)","678","11,094","1968","$6,195","$6,195","1+Year","Unfurnished","59"
"","43","24-382753","12","LD","123   Galleon St #B","Marina Del Rey","3","2.00 (2 0 0 0)","1,650","2,706","1987","$6,195","$6,195","1+Year","Unfurnished","60"
"","38","24-371349","12","LD","4314   Marina City DR #1018","MARINA DEL REY","2","2.00 (1 1 0 0)","1,422","1,422","1972","$6,200","$6,200","1+Year","Unfurnished","29"
"","1","24-402341","12","LD","4161   Tivoli Ave ","Los Angeles","2","3.00 (3 0 0 0)","1,374","5,000","1946","$6,200","$6,200","1+Year","Unfurnished","12"
"","29","24-401143","12","LD","4435   Grand View Blvd ","Los Angeles","3","4.00 (4 0 0 0)","2,250","6,200","1950","$6,200","$6,700","1+Year","Unfurnished","5"
"","21","25500833","12","LD","3772   Via Dolce  ","Marina Del Rey","2","3.00 (2 0 1 0)","1,714","105,178","1978","$6,200","$6,200","1-Year","Unfurnished","3"
"","30","24-390761","12","LD","12816   Admiral Ave ","Los Angeles","3","3.00 (3 0 0 0)","1,462","5,627","1950","$6,250","$6,000","1+Year","Unfurnished","146"
"","31","24-452903","12","LD","4425   Alla Rd #5","Marina Del Rey","2","3.00 (2 0 1 0)","1,912","157,960","1976","$6,250","$6,000","1+Year","Unfurnished","20"
"","25","24-461595","12","LD","4337   Admiralty Way #137E","Marina Del Rey","2","2.00 (2 0 0 0)","1,422","0","","$6,250","$6,875","1+Year","Unfurnished","68"
"","19","24-398853","12","LD","4   Quarterdeck St #101","Marina Del Rey","2","2.00 (2 0 0 0)","1,167","7,450","1969","$6,295","$6,000","12 Months,Renewal Options","Unfurnished","14"
"","43","25504667","12","LD","4140   Glencoe Ave #602","Marina Del Rey","2","2.00 (2 0 0 0)","1,516","39,485","2016","$6,295","$6,295","1+Year,1-Year","Unfurnished","6"
"","37","24-405039","12","LD","13337   BEACH AVE #108","MARINA DEL REY","3","3.00 (3 0 0 0)","2,486","11,252","2013","$6,300","$6,300","1+Year,1-Year","Unfurnished","14"
"","41","24-468983","12","LD","4335   Marina City DR #840","MARINA DEL REY","2","2.00 (1 1 0 0)","1,422","1,422","1972","$6,300","$6,300","1+Year","Unfurnished","6"
"","49","24-432727","12","LD","12422   Havelock Ave ","Los Angeles","3","2.00 (2 0 0 0)","1,225","4,891","1960","$6,300","$6,300","1+Year","Unfurnished","17"
"","54","24-451005","12","LD","3812   Via Dolce  ","Marina Del Rey","3","3.00 (3 0 0 0)","1,850","105,205","1978","$6,300","$6,350","1+Year","Unfurnished","37"
"","14","25546591","12","LD","12121   Gilmore Ave ","Los Angeles","3","1.00 (1 0 0 0)","1,170","6,661","1951","$6,350","$6,350","1+Year","Unfurnished","5"
"","26","25543255","12","LD","4751   La Villa Marina  #G","Marina Del Rey","2","3.00 (2 0 1 0)","1,833","83,595","1968","$6,350","$6,200","1-Year","Unfurnished","29"
"","22","25551767","12","LD","4146   Chase Ave ","Los Angeles","4","3.00 (3 0 0 0)","2,367","6,644","1924","$6,368","$6,000","1-Year","Furnished","36"
"","1","25515867","12","LD","13320   Beach Ave #107","Marina Del Rey","2","2.00 (2 0 0 0)","1,230","21,011","2006","$6,400","$6,400","1+Year","Both","21"
"","28","25507781","12","LD","3124   STANFORD AVE ","MARINA DEL REY","2","2.00 (2 0 0 0)","1,125","4,016","1947","$6,450","$6,450","1+Year","Unfurnished","49"
"","21","24-468203","12","LD","3119   Via Dolce  #310","Marina Del Rey","3","3.00 (2 0 1 0)","2,000","33,911","2010","$6,495","$6,350","1+Year","Unfurnished","14"
"","1","24-434935","12","LD","4255   Michael Ave ","Los Angeles","3","2.00 (2 0 0 0)","1,442","4,363","1941","$6,499","$6,499","1+Year","Both","46"
"","33","24-380019","12","LD","4738   La Villa Marina  #F","Marina Del Rey","3","3.00 (2 0 1 0)","2,000","66,582","1966","$6,499","$6,500","1+Year","Unfurnished","31"
"","22","24-425515","12","LD","4345   Kenyon Ave ","Los Angeles","3","2.00 (2 0 0 0)","1,500","6,634","1939","$6,500","$6,700","1+Year","Unfurnished","4"
"","54","24-454785","12","LD","13700   Marina Pointe Dr #1525","Marina Del Rey","2","3.00 (2 0 1 0)","1,431","124,670","2003","$6,500","$6,500","Negotiable,1+Year","Unfurnished","74"
