Open Houses,Photo,MLS,AR,Type,S,Address,City,BR,Baths(FTHQ),SqFt,LP $/SqFt,LP,SP,HOD,Lot Sz,YB,DOM,latitude,longitude,unit_count
,40.0,24-412183,11,SFR,S,708   Brooks Ave ,Venice,3.0,2.00 (2 0 0 0),1900.0,"$1,207.89","$2,295,000","$2,280,000",,"5,206",1924.0,11,33.9968411,-118.4658924,
,28.0,24-412209,11,SFR,S,636   Vernon Ave ,Venice,2.0,2.00 (1 0 1 0),1044.0,"$1,579.50","$1,649,000","$1,650,000",,"4,803",1908.0,9,33.9974045,-118.4687137,
,34.0,24-413229,11,SFR,S,425   Sherman Canal  ,Venice,4.0,4.00 (3 0 1 0),3200.0,"$1,328.13","$4,250,000","$4,100,000",,"2,850",2001.0,39,33.9832433,-118.4646383,
,30.0,24-415477,11,SFR,S,216   Westminster Ave ,Venice,2.0,2.00 (2 0 0 0),1464.0,"$1,263.66","$1,850,000","$1,700,000",,"2,708",1912.0,151,33.9903764,-118.4719612,
,49.0,24-417027,11,SFR,S,1078   Superba Ave ,Venice,4.0,5.00 (3 1 1 0),2460.0,"$1,329.27","$3,270,000","$3,200,000",,"4,802",1941.0,30,33.9977405,-118.4564086,
,11.0,24-417187,11,SFR,S,2306   Glyndon Ave ,Venice,1.0,1.00 (1 0 0 0),816.0,"$2,144.61","$1,750,000","$1,700,000",,"6,104",1921.0,12,33.9971239,-118.450069,
,43.0,24-417295,11,SFR,S,520   Altair Pl ,Venice,3.0,3.00 (3 0 0 0),1048.0,"$2,189.89","$2,295,000","$2,080,000",,"2,707",1912.0,70,33.9896871,-118.4669773,
,1.0,24-418327,11,SFR,S,2424   Cloy Ave ,Venice,3.0,2.00 (2 0 0 0),1238.0,"$1,514.54","$1,875,000","$1,955,000",,"3,597",1950.0,15,33.986082,-118.4593586,
,1.0,24-420063,11,SFR,S,2915   Grayson Ave ,Venice,2.0,2.00 (1 1 0 0),1344.0,"$1,856.40","$2,495,000","$2,359,970",,"5,099",1949.0,35,33.9831372,-118.4629363,
,23.0,24-421451,11,SFR,S,1020   Oakwood Ave ,Venice,3.0,2.00 (2 0 0 0),1180.0,"$1,355.08","$1,599,000","$1,650,000",,"3,808",1908.0,7,33.9962937,-118.4644293,
,1.0,24-421881,11,SFR,S,923   Sunset Ave ,Venice,4.0,4.00 (3 0 1 0),2317.0,"$1,076.82","$2,495,000","$2,500,000",,"5,838",1961.0,5,34.0024132,-118.4638361,
,73.0,24-422217,11,SFR,S,43   Dudley Ave ,Venice,4.0,3.00 (2 1 0 0),1884.0,"$1,326.96","$2,500,000","$2,416,000",,"3,081",1907.0,45,33.994615,-118.4789828,
,41.0,24-427493,11,SFR,S,1433   Cabrillo Ave ,Venice,3.0,2.00 (1 0 1 0),1266.0,"$1,578.99","$1,999,000","$1,882,000",,"2,550",1913.0,40,33.9898201,-118.465895,
,13.0,24-427665,11,SFR,S,2025   Walnut Ave ,Venice,4.0,5.00 (4 0 1 0),4132.0,"$1,015.25","$4,195,000","$4,195,000",,"8,046",2025.0,50,34.0000893,-118.4538798,
,17.0,24-428055,11,SFR,S,846   Commonwealth Ave ,Venice,2.0,2.00 (2 0 0 0),1260.0,"$1,586.51","$1,999,000","$1,851,000",,"4,401",1941.0,69,34.0030211,-118.4680795,
,22.0,24-428273,11,SFR,S,1217   Elm St ,Venice,4.0,5.00 (5 0 0 0),1525.0,"$1,373.77","$2,095,000","$2,050,000",,"4,388",1952.0,44,33.995044,-118.4668875,
,1.0,24-428469,11,SFR,S,2481   Glyndon Ave ,Venice,3.0,3.00 (1 1 1 0),2205.0,$860.77,"$1,898,000","$1,812,000",,"7,787",1922.0,15,34.0003191,-118.4526392,
,46.0,24-428667,11,SFR,S,1412   Oakwood Ave ,Venice,2.0,2.00 (1 1 0 0),1161.0,"$1,459.95","$1,695,000","$1,705,000",,"3,604",1919.0,38,33.994532,-118.462527,
,16.0,24-430227,11,SFR,S,1817   Penmar Ave  ,Venice,1.0,2.00 (1 0 1 0),994.0,"$1,554.33","$1,545,000","$1,545,000",$401.00,"1,330",2023.0,69,34.0013988,-118.4560284,
,2.0,24-430835,11,SFR,S,232   Carroll Canal  ,Venice,5.0,5.00 (4 0 1 0),3816.0,"$1,650.42","$6,298,000","$5,850,000",,"2,848",2016.0,56,33.9845821,-118.4677146,
,15.0,24-430941,11,SFR,S,1414   Glenavon Ave ,Venice,5.0,3.00 (3 0 0 0),2584.0,$734.91,"$1,899,000","$1,755,000",,"8,304",1962.0,79,34.0069557,-118.4551816,
,24.0,24-431483,11,SFR,S,613   Boccaccio Ave ,Venice,3.0,4.00 (4 0 0 0),2600.0,"$1,115.38","$2,900,000","$2,820,000",,"4,000",1925.0,87,33.9890684,-118.4579143,
,45.0,24-431683,11,SFR,S,922   Palms Blvd ,Venice,3.0,4.00 (3 0 1 0),2091.0,"$1,384.51","$2,895,000","$2,680,000",,"5,302",1921.0,133,33.9957249,-118.4598389,
,1.0,24-433195,11,SFR,S,625   Mildred Ave ,Venice,3.0,3.00 (3 0 0 0),1980.0,"$1,035.35","$2,050,000","$2,050,000",$0.00,"7,523",1981.0,0,33.987263,-118.462662,
,1.0,24-435619,11,SFR,S,1802   Shell Ave ,Venice,3.0,2.00 (2 0 0 0),1927.0,"$1,295.80","$2,497,000","$2,400,000",,"3,505",1939.0,26,33.9912752,-118.4608851,
,9.0,24-436317,11,SFR,S,2555   Walnut Ave ,Venice,2.0,1.00 (1 0 0 0),956.0,"$1,307.53","$1,250,000","$1,270,000",,"5,211",1948.0,5,33.9973272,-118.4516669,
,31.0,24-436421,11,SFR,S,2004   Louella Ave ,Venice,4.0,5.00 (4 0 1 0),2926.0,"$1,452.49","$4,250,000","$3,950,000",,"5,464",2016.0,142,34.0013896,-118.4520213,
,37.0,24-438177,11,SFR,S,776   Sunset Ave ,Venice,4.0,4.00 (1 2 1 0),1954.0,"$1,356.19","$2,650,000","$2,635,000",,"4,804",1948.0,42,33.9994778,-118.4667018,
,25.0,24-438879,11,SFR,S,821   Venezia Ave ,Venice,3.0,2.00 (2 0 0 0),1409.0,"$1,486.87","$2,095,000","$2,030,000",,"3,678",1924.0,69,33.9926219,-118.4576779,
,40.0,24-439190,11,SFR,S,2543   Walnut Ave ,Venice,4.0,5.00 (2 2 1 0),3316.0,$829.31,"$2,750,000","$2,740,000",,"6,098",2021.0,70,33.9973272,-118.4516669,
,70.0,24-439765,11,SFR,S,644   Brooks Ave ,Venice,4.0,6.00 (2 3 1 0),5287.0,$803.86,"$4,250,000","$3,975,000",,"5,195",2015.0,8,33.9959438,-118.4675763,
,38.0,24-440843,11,SFR,S,24   25th Ave ,Venice,2.0,2.00 (2 0 0 0),1050.0,"$1,785.71","$1,875,000","$1,750,000",,"2,643",1949.0,55,33.982442,-118.4689081,
,32.0,24-441407,11,SFR,S,1314   Preston Way ,Venice,3.0,2.00 (2 0 0 0),1611.0,"$1,675.36","$2,699,000","$2,651,000",,"7,944",1952.0,16,34.0030564,-118.454034,
,2.0,24-441423,11,SFR,S,125  S Venice Blvd ,Venice,4.0,4.00 (3 0 1 0),2558.0,"$1,121.58","$2,869,000","$2,750,000",,"3,195",1981.0,49,33.9848127,-118.4692491,
,37.0,24-442193,11,SFR,S,860   Superba Ave ,Venice,3.0,3.00 (3 0 0 0),1900.0,"$1,552.63","$2,950,000","$2,950,000",,"3,420",1920.0,28,33.994071,-118.4591116,
,21.0,24-442341,11,SFR,S,934   Amoroso Pl ,Venice,4.0,4.00 (3 0 1 0),2556.0,"$1,132.63","$2,895,000","$2,800,000",,"3,594",2018.0,68,33.9946938,-118.4569435,
,34.0,24-442443,11,SFR,S,214   Howland Canal  ,Venice,3.0,3.00 (1 1 1 0),1830.0,"$1,904.37","$3,485,000","$3,258,000",,"2,851",1979.0,115,33.9831869,-118.4666348,
,1.0,24-442609,11,SFR,S,911   Nowita Pl ,Venice,4.0,4.00 (3 0 1 0),3265.0,"$1,527.41","$4,987,000","$4,600,000",,"2,975",1921.0,21,33.9953539,-118.459283,
,35.0,24-442653,11,SFR,S,330   Venice Way ,Venice,3.0,3.00 (1 1 1 0),1552.0,"$1,320.88","$2,050,000","$2,075,000",,"2,285",1952.0,125,33.9872866,-118.4692954,
,31.0,24-442855,11,SFR,S,736   Nowita Pl ,Venice,2.0,2.00 (2 0 0 0),1234.0,"$2,021.88","$2,495,000","$2,390,000",,"3,400",1925.0,126,33.9925292,-118.4610216,
,52.0,24-443935,11,SFR,S,2457   Walgrove Ave ,Los Angeles,3.0,2.00 (2 0 0 0),,$0,"$1,465,000","$1,680,000",,"6,761",1920.0,9,33.9955359,-118.4451486,
,33.0,24-444869,11,SFR,S,1525   Glenavon Ave ,Venice,2.0,2.00 (2 0 0 0),1284.0,"$1,323.21","$1,699,000","$1,852,000",,"6,050",1949.0,8,34.0060151,-118.4553055,
,1.0,24-445157,11,SFR,S,844   CALIFORNIA AVE ,VENICE,3.0,3.00 (2 1 0 0),2265.0,$993.38,"$2,250,000","$2,225,000",$0.00,"2,533",2009.0,12,33.9958574,-118.4623015,
,57.0,24-445369,11,SFR,S,905   Harding Ave ,Venice,5.0,4.00 (3 0 1 0),4200.0,"$1,258.33","$5,285,000","$4,998,000",,"13,679",1906.0,3,33.9918961,-118.4538563,
,42.0,24-445447,11,SFR,S,1513   Louella Ave ,Venice,4.0,5.00 (1 3 1 0),3088.0,"$1,246.76","$3,850,000","$3,500,000",,"5,956",1949.0,100,34.0057107,-118.456125,
,32.0,24-445705,11,SFR,S,1530   Louella Ave ,Venice,3.0,3.00 (2 1 0 0),2195.0,"$1,227.79","$2,695,000","$2,540,000",,"5,899",1949.0,12,34.0056692,-118.455859,
,35.0,24-446905,11,SFR,S,1036   Marco Pl ,Venice,3.0,3.00 (3 0 0 0),1658.0,"$1,504.83","$2,495,000","$2,450,000",,"4,269",1923.0,60,33.9960693,-118.4566604,
,21.0,24-448199,11,SFR,S,651   Broadway St ,Venice,2.0,2.00 (1 1 0 0),1182.0,"$1,226.73","$1,450,000","$1,450,000",,"5,198",1907.0,35,33.9954478,-118.4669134,
,2.0,24-448349,11,SFR,S,2107   Walnut Ave ,Venice,4.0,3.00 (2 1 0 0),2000.0,"$1,347.50","$2,695,000","$2,735,000",,"5,787",1927.0,12,33.9989829,-118.4530336,
,39.0,24-448665,11,SFR,S,201   Bernard Ave ,Venice,3.0,2.00 (1 1 0 0),1432.0,"$1,536.31","$2,200,000","$2,050,000",,"4,232",1937.0,25,34.001405,-118.472125,
,38.0,24-449425,11,SFR,S,749   Indiana Ave ,Venice,3.0,3.00 (1 0 2 0),1788.0,"$1,370.25","$2,450,000","$2,203,250",,"4,800",1928.0,118,33.9980069,-118.4660814,
,50.0,24-451461,11,SFR,S,2815   Ocean Ave ,Venice,3.0,4.00 (3 0 1 0),2216.0,"$1,396.66","$3,095,000","$3,250,000",,"5,040",1941.0,62,33.9837778,-118.4623988,
,36.0,24-451565,11,SFR,S,845   Warren Ave ,Venice,4.0,3.00 (3 0 0 0),2681.0,"$1,063.04","$2,850,000","$3,000,000",,"4,401",2014.0,11,34.0025804,-118.4675092,
,36.0,24-451675,11,SFR,S,2901   Grayson Ave ,Venice,3.0,4.00 (3 0 1 0),2324.0,"$1,499.57","$3,485,000","$3,620,000",,"5,097",2015.0,97,33.9831863,-118.4629793,
,48.0,24-453063,11,SFR,S,2412   Clark Ave ,Venice,4.0,4.00 (4 0 0 0),3077.0,"$1,299.97","$4,000,000","$3,975,000",,"3,600",2024.0,10,33.9841779,-118.466189,
,21.0,24-453815,11,SFR,S,1102   Grant Ave ,Venice,3.0,3.00 (3 0 0 0),2425.0,"$1,111.34","$2,695,000","$2,647,500",,"4,095",1926.0,86,33.9841779,-118.466189,
,19.0,24-455487,11,SFR,S,532   Rialto Ave ,Venice,3.0,2.00 (1 1 0 0),1134.0,"$1,759.26","$1,995,000","$2,050,000",,"2,552",1923.0,48,33.9890332,-118.4661961,
,47.0,24-455959,11,SFR,S,2038   Glyndon Ave ,Venice,5.0,7.00 (5 0 2 0),,$0,"$5,845,000","$5,135,000",,"5,440",2024.0,77,34.0005114,-118.452658,
,23.0,24-456561,11,SFR,S,118   Wavecrest Ave ,Venice,3.0,3.00 (2 0 1 0),1596.0,"$1,535.09","$2,450,000","$2,450,000",,"2,250",2007.0,26,33.9908247,-118.4740578,
,28.0,24-457299,11,SFR,S,748   Palms Blvd ,Venice,4.0,4.00 (3 0 0 1),,$0,"$4,995,000","$4,875,000",,"5,301",1960.0,51,33.9928973,-118.4618044,
,1.0,24-457909,11,SFR,S,832   Milwood Ave ,Venice,5.0,6.00 (5 0 1 0),3300.0,"$1,439.39","$4,750,000","$4,630,000",,"4,265",2018.0,0,33.9950035,-118.4616175,
,40.0,24-458859,11,SFR,S,330   Rennie Ave #4,Venice,2.0,4.00 (1 1 2 0),2125.0,"$1,105.88","$2,350,000","$2,295,000",$173.50,"1,596",2021.0,6,33.997771,-118.4723971,
,17.0,24-459711,11,SFR,S,635   Venice Blvd ,Venice,2.0,2.00 (2 0 0 0),990.0,"$1,363.64","$1,350,000","$1,385,000",,"4,412",1907.0,17,33.9895942,-118.4609855,
,24.0,24-460717,11,SFR,S,1050   Harrison Ave ,Venice,2.0,1.00 (1 0 0 0),745.0,"$1,677.85","$1,250,000","$1,150,000",,"2,125",1952.0,31,33.9895331,-118.450691,
,20.0,24-462001,11,SFR,S,609   Boccaccio Ave ,Venice,3.0,2.00 (2 0 0 0),1655.0,"$1,507.55","$2,495,000","$2,360,000",,"4,000",1924.0,48,33.9890336,-118.4579386,
,58.0,24-463645,11,SFR,S,838   Commonwealth Ave ,Venice,4.0,3.00 (2 1 0 0),1650.0,$906.06,"$1,495,000","$1,681,400",,"4,401",1950.0,10,34.0028852,-118.4683354,
,22.0,24-463963,11,SFR,S,923   Milwood Ave ,Venice,2.0,1.00 (1 0 0 0),,$0,"$1,950,000","$1,950,000",,"4,250",1920.0,4,33.9962679,-118.4609669,
,44.0,24-466641,11,SFR,S,506   Westminster Ave ,Venice,0.0,0.00 (0 0 0 0),5744.0,$557.10,"$3,200,000","$2,700,000",,"5,202",,141,33.9928686,-118.4694396,
,32.0,24-467181,11,SFR,S,2425   Frey Ave ,Venice,4.0,3.00 (3 0 0 0),2640.0,"$1,039.77","$2,745,000","$2,690,000",,"3,604",1949.0,19,33.9860182,-118.4603623,
,1.0,24-467707,11,SFR,S,724   Superba Ave ,Venice,5.0,4.00 (4 0 0 0),2438.0,"$1,183.35","$2,885,000","$2,885,000",,"3,599",1950.0,24,33.9920756,-118.4604981,
,38.0,24-467765,11,SFR,S,656   San Juan Ave ,Venice,4.0,5.00 (4 0 1 0),4176.0,$826.15,"$3,450,000","$3,250,000",,"5,203",2020.0,62,33.9939734,-118.4653926,
,36.0,24-468547,11,SFR,S,1000   Harding Ave ,Venice,3.0,2.00 (2 0 0 0),1198.0,"$1,418.20","$1,699,000","$1,782,500",,"6,115",1948.0,29,33.993065,-118.452816,
,24.0,24-468733,11,SFR,S,218   Linnie Canal  ,Venice,4.0,3.00 (3 0 0 0),2627.0,"$1,328.51","$3,490,000","$3,300,000",,"2,856",1986.0,17,33.9843155,-118.4675777,
,1.0,24-468775,11,SFR,S,2800   Dell Ave ,Venice,4.0,5.00 (5 0 0 0),3634.0,"$1,444.69","$5,250,000","$4,889,900",,"5,212",2020.0,14,33.982642,-118.464761,
,49.0,24-470615,11,SFR,S,303   Venice Way ,Venice,3.0,4.00 (3 0 1 0),2934.0,"$1,020.79","$2,995,000","$2,900,000",,"1,772",2019.0,17,33.9874407,-118.4695588,
,31.0,24-471119,11,SFR,S,540   Altair Pl ,Venice,2.0,1.00 (1 0 0 0),758.0,"$1,972.30","$1,495,000","$1,350,000",,"2,706",1922.0,35,33.9897043,-118.4667105,
,45.0,24-471611,11,SFR,S,755   Marco Pl ,Venice,4.0,3.00 (3 0 0 0),2129.0,"$1,056.36","$2,249,000","$2,105,000",,"3,600",1912.0,82,33.992203,-118.4597617,
,1.0,24-471797,11,SFR,S,654   Vernon Ave ,Venice,4.0,3.00 (3 0 0 0),1923.0,"$1,247.53","$2,399,000","$2,360,000",,"4,803",1923.0,67,33.9975719,-118.4683985,
,1.0,24-471967,11,SFR,S,613   Santa Clara Ave ,Venice,4.0,5.00 (5 0 0 0),3644.0,"$1,531.01","$5,579,000","$5,579,000",,"5,172",2016.0,0,33.9927176,-118.4661608,
,26.0,24-472234,11,SFR,S,932   Rose Ave ,Venice,3.0,3.00 (3 0 0 0),2000.0,"$1,314","$2,628,000","$2,705,000",,"6,252",1961.0,11,34.0031297,-118.4642843,
,37.0,24-472689,11,SFR,S,758   Sunset Ave ,Venice,3.0,4.00 (3 0 1 0),2056.0,"$1,262.16","$2,595,000","$2,350,000",,"2,200",2018.0,25,33.9993104,-118.4670173,
,60.0,24-473173,11,SFR,S,853   AMOROSO PL ,VENICE,3.0,4.00 (3 0 1 0),3017.0,"$1,524.69","$4,600,000","$4,510,000",$0.00,"3,330",2008.0,5,33.9934136,-118.4580619,
,16.0,24-473175,11,SFR,S,802   Superba Ave ,Venice,1.0,1.00 (1 0 0 0),700.0,"$1,928.57","$1,350,000","$1,400,000",,"3,328",1948.0,13,33.9932484,-118.4596833,
,46.0,24-474579,11,SFR,S,1074   Amoroso Pl ,Venice,2.0,2.00 (1 1 0 0),1309.0,"$1,297.94","$1,699,000","$1,787,500",,"5,869",1950.0,14,33.9967318,-118.4551527,
,38.0,24-474591,11,SFR,S,239   Linnie Canal  ,Venice,3.0,5.00 (5 0 0 0),3600.0,"$1,276.39","$4,595,000","$4,545,000",,"2,850",2005.0,30,33.9853811,-118.4644746,
,31.0,24-474767,11,SFR,S,1059   Marco Pl ,Venice,3.0,3.00 (1 2 0 0),1175.0,"$1,871.49","$2,199,000","$2,050,000",,"4,000",1923.0,14,33.9961678,-118.4568206,
,20.0,25-476233,11,SFR,S,2228   Glencoe Ave ,Venice,3.0,2.00 (1 1 0 0),1417.0,"$1,478.48","$2,095,000","$2,455,000",,"5,854",1926.0,10,34.0062857,-118.4543453,
,18.0,25-477303,11,SFR,S,2611   Ocean Front Walk ,Venice,6.0,5.00 (5 0 0 0),4908.0,"$1,934.60","$9,495,000","$8,640,450",,"3,240",2013.0,15,33.9815718,-118.4688767,
,1.0,25-478123,11,SFR,S,555   Indiana Ave ,Venice,3.0,3.00 (3 0 0 0),1376.0,"$1,595.20","$2,195,000","$2,142,000",,"3,780",1912.0,22,33.9960413,-118.4697846,
,36.0,25-479095,11,SFR,S,829   Palms Blvd ,Venice,4.0,4.00 (3 1 0 0),2951.0,"$1,133.51","$3,345,000","$3,345,000",,"5,379",1990.0,12,33.9945223,-118.460903,
,26.0,25-481453,11,SFR,S,713   Palms Blvd ,Venice,3.0,3.00 (2 0 1 0),,$0,"$3,200,000","$3,070,000",,"5,402",1947.0,32,33.9924136,-118.4623681,
,21.0,25-482439,11,SFR,S,250   Rennie Ave ,Venice,2.0,1.00 (1 0 0 0),1414.0,"$1,236.92","$1,749,000","$1,671,636",,"4,356",1927.0,46,33.9991222,-118.4742112,
,30.0,25-482453,11,SFR,S,226   Carroll Canal  ,Venice,4.0,4.00 (3 0 1 0),2356.0,"$1,484.72","$3,498,000","$3,297,000",,"2,848",1978.0,31,33.9845688,-118.4677372,
,19.0,25-482667,11,SFR,S,2036   Glyndon Ave ,Venice,5.0,6.00 (5 0 1 0),4275.0,"$1,168.42","$4,995,000","$5,149,000",,"5,442",2024.0,14,34.0005341,-118.4526754,
,28.0,25-482883,11,SFR,S,1037   Victoria Ave ,Venice,3.0,5.00 (3 0 2 0),4177.0,"$2,033.76","$8,495,000","$8,250,000",,"10,415",2020.0,28,33.9960713,-118.4543089,
,13.0,25-482943,11,SFR,S,807   Superba Ave ,Venice,5.0,3.00 (1 0 2 0),2800.0,"$1,160.71","$3,250,000","$3,525,000",,"6,290",1907.0,16,33.9933871,-118.4598149,
,1.0,25-484005,11,SFR,S,916   Vernon Ave ,Venice,4.0,5.00 (4 0 1 0),3618.0,$939.47,"$3,399,000","$3,450,000",,"4,811",2024.0,5,34.0003828,-118.4638811,
,40.0,25-484513,11,SFR,S,404   Sherman Canal  ,Venice,4.0,5.00 (2 1 2 0),3950.0,"$1,645.57","$6,500,000","$6,300,000",,"2,850",2022.0,35,33.9831818,-118.465074,
,31.0,25-484529,11,SFR,S,1147   Harrison Ave ,Venice,4.0,4.00 (3 0 1 0),3400.0,$867.65,"$2,950,000","$2,680,000",,"4,780",2023.0,13,33.9904615,-118.4492168,
,28.0,25-485267,11,SFR,S,438   Howland Canal  ,Venice,3.0,4.00 (4 0 0 0),3593.0,"$1,356.80","$4,875,000","$4,355,000",,"2,850",2000.0,63,33.9843429,-118.4653541,
,32.0,25-486747,11,SFR,S,721   Indiana Ave ,Venice,4.0,3.00 (3 0 0 0),2670.0,"$1,179.78","$3,150,000","$3,025,000",,"4,800",1925.0,37,33.9977725,-118.4665227,
,22.0,25-487775,11,SFR,S,2405   Bryan Ave ,Venice,2.0,1.00 (1 0 0 0),939.0,"$1,698.62","$1,595,000","$1,550,000",,"3,600",1951.0,37,33.986374,-118.4571523,
,27.0,25-488415,11,SFR,S,1158   Grant Ave ,Venice,3.0,2.00 (2 0 0 0),1336.0,"$1,044.16","$1,395,000","$1,390,000",,"4,392",1947.0,25,33.9841779,-118.466189,
,31.0,25-489325,11,SFR,S,2335   Louella Ave ,Venice,3.0,3.00 (3 0 0 0),2088.0,"$1,242.82","$2,595,000","$2,520,000",,"6,110",1955.0,25,33.9972053,-118.4490569,
,31.0,25-490423,11,SFR,S,419   Rialto Ave ,Venice,3.0,2.00 (2 0 0 0),1617.0,"$2,096.47","$3,390,000","$3,005,000",,"2,220",1926.0,63,33.989058,-118.468388,
,35.0,25490725,11,SFR,S,2405   Grand Canal  ,Venice,3.0,3.00 (3 0 0 0),3398.0,"$1,103.59","$3,750,000","$3,500,000",,"2,519",2000.0,38,33.9836366,-118.4681388,
,72.0,25490875,11,SFR,S,2106   Glencoe Ave ,Venice,5.0,6.00 (6 0 0 0),3168.0,"$1,499.37","$4,750,000","$4,500,000",,"5,781",2020.0,84,34.0062857,-118.4543453,
,53.0,25491117,11,SFR,S,2214   Glyndon Ave ,Venice,5.0,4.00 (4 0 0 0),2591.0,$810.50,"$2,100,000","$1,925,000",,"5,659",1927.0,20,33.9983137,-118.4509786,
,1.0,25492975,11,SFR,S,1531   Glencoe Ave ,Venice,3.0,2.00 (2 0 0 0),1682.0,"$1,099.88","$1,850,000","$1,900,000",,"5,897",1949.0,10,34.0063662,-118.4545144,
,45.0,25494839,11,SFR,S,583   Grand BLVD ,VENICE,3.0,2.00 (2 0 0 0),1443.0,"$1,243.94","$1,795,000","$1,854,000",,"2,150",1923.0,11,33.9884984,-118.465096,
,2.0,25495483,11,SFR,S,2501   Ocean Front Walk ,Venice,4.0,5.00 (4 0 1 0),4569.0,"$2,024.29","$9,249,000","$8,878,000",,"2,527",2010.0,5,33.9819756,-118.4692298,
,27.0,25495751,11,SFR,S,816   California Ave ,Venice,4.0,5.00 (5 0 0 0),3202.0,"$1,247.66","$3,995,000","$3,637,500",,"4,043",1922.0,21,33.9951249,-118.4628106,
,5.0,25496515,11,SFR,S,2341   Clark Ave ,Venice,2.0,1.00 (1 0 0 0),808.0,"$1,856.43","$1,499,999","$1,360,000",,"3,613",1952.0,37,33.9841779,-118.466189,
,41.0,25497463,11,SFR,S,675   Mildred Ave ,Venice,3.0,3.00 (2 0 1 0),1678.0,$968.41,"$1,625,000","$1,600,000",$290.00,"11,707",1985.0,93,33.9869026,-118.4574493,
,1.0,25498077,11,SFR,S,518   Sunset Ave ,Venice,4.0,5.00 (3 0 2 0),3171.0,"$1,447.49","$4,590,000","$4,442,916",,"4,802",1984.0,47,33.9966734,-118.4719859,
,43.0,25498521,11,SFR,S,2341   Wilson Ave ,Venice,3.0,3.00 (3 0 0 0),2970.0,"$1,447.81","$4,300,000","$4,300,000",,"3,602",2008.0,7,33.9868282,-118.4580047,
,65.0,25499917,11,SFR,S,1223   Cabrillo Ave ,Venice,3.0,2.00 (1 0 1 0),1872.0,"$1,327.46","$2,485,000","$2,350,000",,"2,558",1906.0,41,33.9906315,-118.4685533,
,1.0,25501661,11,SFR,S,544   Broadway St ,Venice,3.0,3.00 (2 0 1 0),2182.0,"$1,143.45","$2,495,000","$2,495,000",,"2,499",2009.0,86,33.9939811,-118.469307,
,22.0,25502231,11,SFR,S,2337   Abbot Kinney Blvd ,Venice,3.0,3.00 (3 0 0 0),1916.0,"$1,041.23","$1,995,000","$2,050,000",,"1,393",2008.0,47,33.9879426,-118.4581328,
,19.0,25504525,11,SFR,S,725   Broadway St ,Venice,2.0,1.00 (1 0 0 0),,$0,"$1,450,000","$1,455,000",,"2,410",1925.0,21,33.996497,-118.4649448,
,1.0,25505225,11,SFR,S,423   28th Ave ,Venice,3.0,2.00 (2 0 0 0),1355.0,"$1,291.51","$1,750,000","$1,950,000",,"4,301",1940.0,13,33.9831078,-118.4644126,
,55.0,25505243,11,SFR,S,1149   Palms Blvd ,Venice,5.0,6.00 (6 0 0 0),3348.0,"$1,067.80","$3,575,000","$3,800,000",,"5,752",2018.0,11,34.0004676,-118.4570243,
,21.0,25505833,11,SFR,S,1121   Nowita Pl ,Venice,4.0,5.00 (4 0 1 0),2640.0,"$1,399.62","$3,695,000","$3,750,000",,"4,781",2017.0,4,33.9990707,-118.4566767,
,30.0,25507159,11,SFR,S,32   Dudley Ave ,Venice,3.0,3.00 (1 1 1 0),2530.0,"$1,500","$3,795,000","$3,496,000",,"3,751",,41,33.994527,-118.4791171,
,43.0,25507303,11,SFR,S,330   Rennie Ave #2,Venice,3.0,4.00 (1 1 2 0),2125.0,"$1,127.06","$2,395,000","$2,395,000",$173.50,"1,596",2021.0,9,33.997771,-118.4723971,
,1.0,25508919,11,SFR,S,721   Nowita Pl ,Venice,3.0,4.00 (3 0 1 0),2460.0,"$1,605.69","$3,950,000","$3,900,670",,"3,400",2000.0,4,33.9924102,-118.4613321,
,56.0,25513337,11,SFR,S,218   Carroll Ct ,Venice,4.0,4.00 (3 0 1 0),3151.0,"$1,394.80","$4,395,000","$4,500,000",,"2,851",2003.0,22,33.9843155,-118.4675777,
,31.0,25513381,11,SFR,S,628   Indiana Ave ,Venice,4.0,2.00 (2 0 0 0),2009.0,"$1,343.45","$2,699,000","$2,650,000",,"5,282",1952.0,18,33.9964866,-118.468577,
,36.0,25513609,11,SFR,S,1018   Oakwood Ave ,Venice,2.0,2.00 (2 0 0 0),984.0,"$1,753.05","$1,725,000","$1,697,500",,"3,838",1905.0,26,33.9963104,-118.4644424,
,1.0,25513685,11,SFR,S,932   Superba Ave ,Venice,3.0,2.00 (2 0 0 0),,$0,"$2,817,000","$2,817,000",,"3,600",1924.0,0,33.99529,-118.4582641,
,61.0,25513791,11,SFR,S,1601   Shell Ave ,Venice,7.0,7.00 (5 0 2 0),5600.0,"$1,239.29","$6,940,000","$6,250,000",,"5,740",2020.0,14,33.991944,-118.462408,
,40.0,25516365,11,SFR,S,741   Milwood Ave ,Venice,2.0,1.00 (1 0 0 0),1421.0,"$2,107.67","$2,995,000","$3,100,000",,"5,403",1949.0,2,33.993314,-118.4630203,
,1.0,25517257,11,SFR,S,1380   Rose Ave ,Venice,4.0,3.00 (2 0 1 0),1936.0,$978.82,"$1,895,000","$2,050,000",,"5,385",1965.0,13,34.0079438,-118.4552171,
,,25519727,11,SFR,S,218   5th Ave ,Venice,4.0,3.00 (3 0 0 0),2723.0,"$1,542.42","$4,200,000","$4,200,000",,"4,135",1928.0,13,33.9991294,-118.4753581,
