"Open Houses","Photo","MLS","AR","S","Address","City","BR","Baths(FTHQ)","SqFt","Lot Sz","YB","LP","SP","Lease Terms","Furnished","DOM"
"","58","25519167","11","LD","2306   Penmar Ave ","Venice","4","4.00 (4 0 0 0)","2,516","6,253","1911","$11,500","$11,500","1+Year","Both","25"
"","1","25510415","11","LD","1076   Palms Blvd ","Venice","2","2.00 (2 0 0 0)","2,262","6,064","1948","$11,500","$19,500","6 Months,Short Term Lease,Negotiable,1+Year,12 Months","Both","15"
"","38","25-476087","11","LD","1129   Van Buren Ave ","Venice","3","3.00 (3 0 0 0)","2,453","4,200","2021","$11,500","$12,500","24 Months,1+Year,12 Months,Negotiable","Both","6"
"","23","25-488571","11","LD","1046   6TH AVE ","VENICE","3","3.00 (3 0 0 0)","2,275","5,207","2009","$11,550","$11,550","1+Year","Unfurnished","3"
"","11","SB25067476MR","11","LD","410   Carroll Canal  ","VENICE","3","2.00 (2 0 0 0)","1,128","2,850","1923","$11,750","$11,750","1+Year,1-Year","Furnished","22"
"","27","24-416135","11","LD","822   Pacific Ave ","Venice","4","4.00 (4 0 0 0)","2,829","2,315","1990","$11,750","$10,250","1+Year","Unfurnished","71"
"","19","24-417069","11","LD","1028   Pleasantview Ave ","Venice","3","3.00 (2 0 1 0)","2,244","4,636","2024","$12,000","$12,000","1-Year,Negotiable","Unfurnished","15"
"","39","24-402601","11","LD","726   NOWITA PL ","VENICE","3","3.00 (3 0 0 0)","2,392","3,400","1990","$12,000","$12,000","Negotiable,Season,Month-to-Month","Furnished","46"
"","51","24-370585","11","LD","819   Woodlawn Ave ","Venice","4","3.00 (2 0 1 0)","1,987","3,499","1925","$12,000","$10,000","Negotiable,1+Year,6 Months","Furnished","53"
"","38","24-380509","11","LD","2432   Clark Ave ","Venice","3","3.00 (1 2 0 0)","1,718","3,600","1950","$12,000","$11,000","1+Year,12 Months,Negotiable","Both","19"
"","34","24-471423","11","LD","416   Sherman Canal  ","Venice","2","2.00 (2 0 0 0)","1,326","2,850","1910","$12,000","$12,000","1+Year,1-Year,24 Months,12 Months","Furnished","101"
"","35","25498487","11","LD","621   California Ave ","Venice","2","3.00 (2 0 1 0)","1,200","8,412","1920","$12,000","$13,200","1+Year,1-Year","Both","12"
"","1","24-461683","11","LD","22   Dudley Ave ","Venice","4","4.00 (3 0 1 0)","1,850","3,750","1907","$12,100","$12,100","1-Year,1+Year","Unfurnished","67"
"","53","24-473479","11","LD","1348   Morningside Way ","Venice","3","2.00 (2 0 0 0)","1,590","10,881","1951","$12,500","$12,500","1+Year","Unfurnished","25"
"","20","24-468855","11","LD","420   SHERMAN CANAL  ","VENICE","3","3.00 (2 0 1 0)","2,326","2,700","2003","$12,500","$12,500","Month-to-Month,Season,6 Months,Short Term Lease","Furnished","38"
"","21","24-387646","11","LD","338   Rennie Ave #A","Venice","4","3.00 (2 0 1 0)","2,474","2,144","2014","$12,500","$12,000","1+Year","Unfurnished","7"
"","44","24-402611","11","LD","1632   Shell Ave ","Venice","4","3.00 (3 0 0 0)","2,919","3,411","1988","$12,500","$11,500","1+Year,1-Year","Unfurnished","66"
"","42","25514697","11","LD","625   Santa Clara Ave ","Venice","3","3.00 (2 0 1 0)","1,910","5,177","1979","$12,500","$12,500","1+Year","Unfurnished","18"
"","17","TR25042552MR","11","LD","2605   Grand Canal  ","VENICE","4","3.00 (3 0 0 0)","2,682","2,700","2008","$12,500","$12,500","1-Year","Furnished","9"
"","41","24-453119","11","LD","21   Park Ave ","Venice","4","4.00 (1 2 1 0)","3,512","5,396","1924","$12,800","$13,500","1+Year","Both","89"
"","45","24-393867","11","LD","550   Rose Ave ","Venice","3","4.00 (3 0 1 0)","4,200","5,090","1998","$12,995","$12,000","1+Year","Both","139"
"","19","25507583","11","LD","639   Mildred Ave ","Venice","2","3.00 (2 0 1 0)","2,319","2,001","2015","$12,999","$15,000","24 Months,1+Year","Furnished","19"
"","1","24-438427","11","LD","1427   Walgrove Ave ","Los Angeles","6","6.00 (5 0 1 0)","3,883","8,350","1947","$13,000","$14,500","1-Year","Both","14"
"","24","24-413103","11","LD","840   Nowita Pl ","Venice","3","3.00 (3 0 0 0)","2,373","3,145","2005","$13,250","$11,667","1+Year","Unfurnished","8"
"","47","24-408279","11","LD","110   Paloma Ave ","Venice","5","5.00 (4 0 1 0)","3,937","2,732","2019","$13,500","$12,500","1-Year","Unfurnished","62"
"","42","24-385041","11","LD","624   Santa Clara Ave ","Venice","3","3.00 (3 0 0 0)","2,300","5,199","2018","$13,500","$13,500","1-Year,Negotiable,Month-to-Month,1+Year","Furnished","25"
"","46","24-422549","11","LD","1129   Nowita Pl ","Venice","4","5.00 (5 0 0 0)","2,919","4,784","2018","$13,500","$13,100","1+Year","Unfurnished","0"
"","56","24-432699","11","LD","529   Rialto Ave ","Venice","4","5.00 (4 0 1 0)","2,906","2,402","2002","$13,500","$13,500","1+Year","Both","76"
"","37","25508431","11","LD","1097   Marco Pl ","Venice","3","3.00 (2 0 1 0)","2,164","4,000","1923","$13,500","$11,500","1+Year","Both","27"
"","1","25493705","11","LD","1605   Cabrillo Ave ","Venice","3","2.00 (2 0 0 0)","1,368","2,550","1922","$13,750","$13,750","1+Year,1-Year","Unfurnished","6"
"","48","24-427389","11","LD","548   Rose Ave ","Venice","3","4.00 (3 0 0 1)","3,839","5,591","2018","$13,995","$13,995","1+Year","Both","42"
"","24","24-460757","11","LD","411  N Venice Blvd ","Venice","3","3.00 (2 0 1 0)","3,687","2,851","1991","$14,000","$15,710","Negotiable","Both","67"
"","1","24-372037","11","LD","828   Venezia Ave ","Venice","3","4.00 (4 0 0 0)","2,278","3,675","2016","$14,000","$12,000","1+Year","Unfurnished","48"
"","30","24-360515","11","LD","35   Sunset Ave ","Venice","3","3.00 (2 0 1 0)","3,808","3,674","2001","$14,000","$13,000","1+Year","Unfurnished","113"
"","32","24-392171","11","LD","1901   Glyndon Ave ","Venice","5","6.00 (5 0 0 1)","3,224","5,852","1950","$15,000","$15,000","1+Year","Unfurnished","9"
"","71","24-407587","11","LD","513   Grand Blvd ","Venice","4","4.00 (3 0 1 0)","2,522","2,701","2001","$15,000","$15,000","Negotiable,Season,Short Term Lease,Month-to-Month,6 Months,Other","Furnished","214"
"","1","24-428975","11","LD","1126   Indiana Ave ","Venice","4","4.00 (4 0 0 0)","2,523","5,938","1954","$15,000","$13,000","1+Year,6 Months","Unfurnished","23"
"","24","24-429521","11","LD","812   Brooks Ave ","Venice","3","4.00 (4 0 0 0)","2,092","2,178","2013","$15,000","$15,000","1+Year,Month-to-Month,Negotiable","Unfurnished","63"
"","34","25-489921","11","LD","674   Olive St ","Venice","4","4.00 (4 0 0 0)","2,350","5,181","1953","$15,000","$22,000","1+Year","Both","3"
"","34","25-480915","11","LD","674   Olive St ","Venice","4","4.00 (4 0 0 0)","2,350","5,181","1953","$15,000","$22,000","1+Year","Both","8"
"","23","25-479455","11","LD","2333   Grand Canal  ","Venice","4","4.00 (4 0 0 0)","2,319","5,038","1958","$15,000","$15,000","1+Year,1-Year,12 Months,24 Months,6 Months,Month-to-Month,Negotiable,Season,Short Term Lease,Weekly","Both","9"
"","24","25-478563","11","LD","664   Oxford Ave ","Venice","4","3.00 (3 0 0 0)","3,005","4,762","2001","$15,400","$18,135","1+Year,Negotiable","Both","6"
"","49","24-431487","11","LD","416   RIALTO AVE ","VENICE","3","3.00 (2 0 1 0)","2,756","2,550","2004","$15,995","$15,995","1+Year","Furnished","111"
"","38","25529489","11","LD","21   27th Ave ","Venice","3","4.00 (3 0 1 0)","3,399","2,639","2016","$16,000","$16,000","Negotiable,1+Year","Both","54"
"","1","24-377523","11","LD","748   Palms Blvd ","Venice","3","3.00 (3 0 0 0)","2,435","5,301","1960","$16,500","$18,000","Negotiable,Short Term Lease,Season","Furnished","16"
"","1","25563299","11","LD","870   Rose Ave ","Venice","4","3.00 (2 1 0 0)","2,700","6,252","1946","$16,995","$16,400","1+Year","Unfurnished","13"
"","22","25516645","11","LD","1523   Cabrillo Ave ","Venice","4","4.00 (4 0 0 0)","3,216","2,550","1990","$17,460","$17,460","Other,1+Year,24 Months,Renewal Options,1-Year,12 Months,Negotiable","Furnished","28"
"","30","SB25053028MR","11","LD","117   Park PL ","VENICE","4","4.00 (3 0 1 0)","2,600","2,250","2006","$17,490","$19,000","Negotiable","","23"
"","25","23-301937","11","LD","525   Westminster Ave ","Venice","4","5.00 (4 0 1 0)","3,600","5,202","2000","$17,500","$15,500","Other,Negotiable,1-Year","Furnished","172"
"","56","24-411199","11","LD","929   Marco Place  ","Venice","4","5.00 (4 0 0 1)","2,674","3,598","2021","$17,995","$21,000","6 Months,Other","Furnished","40"
"","25","24-438153","11","LD","1201   CABRILLO AVE ","VENICE","3","3.00 (2 0 1 0)","2,200","2,550","2008","$17,995","$16,500","Negotiable,1+Year,Month-to-Month","Furnished","50"
"","62","24-453775","11","LD","402   Howland Canal  ","Venice","4","4.00 (4 0 0 0)","3,644","2,855","2002","$18,000","$16,000","1+Year,1-Year,12 Months,6 Months,Negotiable","Furnished","27"
"","1","25539953","11","LD","2435   Louella Ave ","Venice","4","4.00 (4 0 0 0)","2,955","5,850","2019","$18,000","$18,000","1+Year","Furnished","52"
"","43","25511891","11","LD","924   Vernon Ave ","Venice","4","5.00 (4 0 1 0)","3,171","4,811","2017","$18,500","$18,500","6 Months,Negotiable,Renewal Options","Furnished","5"
"","21","24-420115","11","LD","714   California Ave ","Venice","4","5.00 (4 0 1 0)","2,668","5,371","2008","$18,500","$17,500","1+Year,1-Year","Both","19"
"","42","24-400293","11","LD","1614   Crescent Pl ","Venice","5","4.00 (4 0 0 0)","3,011","7,194","1920","$18,750","$18,500","1+Year","Furnished","41"
"","27","24-391387","11","LD","519   Santa Clara Ave ","Venice","7","5.00 (5 0 0 0)","4,400","5,203","1962","$19,000","$19,000","1+Year","Unfurnished","23"
"","40","25525155","11","LD","656   San Juan Ave ","Venice","4","5.00 (5 0 0 0)","4,176","5,203","2019","$19,000","$20,000","12 Months,Negotiable","Unfurnished","10"
"","36","25501297","11","LD","2512   Grand Canal  ","Venice","4","4.00 (4 0 0 0)","3,309","2,692","1987","$19,000","$19,000","6 Months","Furnished","24"
"","37","25502467","11","LD","2412   Mckinley Ave ","Venice","4","4.00 (4 0 0 0)","2,314","3,601","2008","$19,500","$19,500","Negotiable","Furnished","27"
"","34","25-475715","11","LD","1614   Crescent Pl ","Venice","5","3.00 (3 0 0 0)","3,011","7,194","1920","$19,500","$22,500","1+Year","Furnished","8"
"","21","25547353","11","LD","1086   Marco Pl ","Venice","4","4.00 (3 0 1 0)","2,460","4,271","2020","$19,500","$19,500","1+Year","Furnished","55"
"","75","PW25118802MR","11","LD","618   6th AVE ","VENICE","4","4.00 (4 0 0 0)","3,737","5,670","1951","$19,800","$19,800","1+Year,1-Year,Negotiable","Furnished","5"
"","25","PW25009342MR","11","LD","411   Grand BLVD ","VENICE","4","4.00 (3 0 1 0)","2,746","2,610","1986","$19,950","$19,950","1-Year","","4"
"","49","24-467317","11","LD","917   Nowita Pl ","Venice","4","3.00 (3 0 0 0)","3,145","3,400","1994","$19,975","$19,975","1+Year","Both","36"
"","27","SB24202835MR","11","LD","750   California AVE ","VENICE","4","4.00 (4 0 0 0)","3,257","2,939","2016","$19,995","$18,000","","Furnished","73"
"","42","25-478705","11","LD","115   Park Pl ","Venice","3","4.00 (4 0 0 0)","3,155","2,250","2020","$20,000","$23,000","1+Year,1-Year,12 Months,24 Months,6 Months,Month-to-Month,Negotiable,Season,Short Term Lease,Weekly","Both","1"
"","26","25527791","11","LD","1008   Oakwood Ave ","Venice","4","4.00 (3 0 1 0)","3,308","3,838","1924","$22,000","$21,500","1+Year","Both","44"
"","29","25-485373","11","LD","1220   Cabrillo Ave ","Venice","3","3.00 (3 0 0 0)","3,457","2,699","2008","$22,900","$27,400","1+Year","Unfurnished","6"
"","55","24-469641","11","LD","405   Sherman Canal  ","Venice","4","4.00 (3 0 1 0)","3,936","2,850","2000","$24,500","$28,000","Negotiable,Month-to-Month,1-Year,1+Year,Season,Weekly,Other","Furnished","34"
"","24","24-469859","11","LD","2909   Ocean Front Walk ","Venice","3","2.00 (2 0 0 0)","3,784","2,520","1960","$24,500","$24,500","Month-to-Month,12 Months,Other","Furnished","38"
"","43","24-381319","11","LD","838   California Ave ","Venice","4","5.00 (5 0 0 0)","4,082","3,315","2023","$24,500","$25,000","1+Year,1-Year,12 Months,Negotiable","Unfurnished","71"
"","35","25551485","11","LD","2341   Wilson Ave ","Venice","3","3.00 (3 0 0 0)","2,970","3,602","2008","$24,995","$24,995","Short Term Lease,Month-to-Month","Furnished","9"
"","20","25-485809","11","LD","2233   Walnut Ave ","Venice","4","4.00 (4 0 0 0)","2,069","5,864","2012","$25,000","$22,000","1+Year","Furnished","26"
"","19","25-478601","11","LD","2218   Glencoe Ave ","Venice","3","3.00 (3 0 0 0)","2,400","5,853","1947","$25,000","$25,000","1-Year,Negotiable","Furnished","4"
"","19","25518671","11","LD","2218   Glencoe Ave ","Venice","3","3.00 (3 0 0 0)","2,400","5,853","1947","$25,000","$25,000","1-Year,Negotiable","Furnished","17"
"","75","24-406160","11","LD","543   Rialto Ave ","Venice","3","3.00 (3 0 0 0)","2,577","2,398","2005","$25,000","$20,000","Negotiable,Month-to-Month,6 Months,Renewal Options","Furnished","57"
"","75","24-466275","11","LD","746   Marco Pl ","Venice","3","3.00 (3 0 0 0)","4,000","6,752","2022","$25,000","$30,000","Negotiable,Short Term Lease,Weekly,Other,Month-to-Month,Season","Furnished","38"
"","56","24-428139","11","LD","442   Sherman Canal  ","Venice","4","5.00 (4 0 1 0)","4,250","2,850","2023","$27,500","$31,000","1+Year,1-Year,Negotiable,Short Term Lease","Unfurnished","148"
"","76","25-479571","11","LD","543   Rialto Ave ","Venice","3","3.00 (3 0 0 0)","2,577","2,398","2005","$27,500","$27,500","Negotiable,Month-to-Month,6 Months,Renewal Options","Furnished","1"
"","34","25543965","11","LD","1310   Preston Way ","Venice","4","5.00 (4 0 1 0)","3,136","5,408","2022","$29,000","$25,000","Short Term Lease,Negotiable,Weekly","Furnished","26"
"","2","25562739","11","LD","2459   Glyndon Ave ","Venice","5","6.00 (5 0 1 0)","4,221","5,851","2025","$29,000","$29,000","1+Year","Furnished","18"
"","1","25539795","11","LD","749   Milwood Ave ","Venice","4","3.00 (3 0 0 0)","2,514","5,403","2007","$29,500","$27,000","1+Year","Furnished","19"
"","33","25529835","11","LD","1506   Walnut Ave ","Venice","5","5.00 (4 0 1 0)","3,585","5,946","2017","$29,899","$24,000","Negotiable,Short Term Lease,Other","Furnished","10"
"","6","23-307795","11","LD","51   27th AVE ","VENICE","5","5.00 (5 0 0 0)","","0","","$30,000","$45,000","1-Year,Month-to-Month,Negotiable,Season,Other,Short Term Lease","Furnished","299"
"","18","25505585","11","LD","1301   Preston Way ","Venice","4","4.00 (4 0 0 0)","3,490","6,443","2008","$32,500","$27,500","1+Year","Furnished","12"
"","43","25-481365","11","LD","550   SAN JUAN AVE ","VENICE","5","7.00 (6 0 1 0)","6,843","10,402","2018","$35,000","$35,000","1+Year,1-Year","Unfurnished","4"
"","30","25541527","11","LD","2205   Ocean Front Walk ","Venice","4","4.00 (3 0 1 0)","3,848","2,244","2002","$35,000","$25,000","1+Year","Both","12"
"","6","24-447663","11","LD","51   27th AVE ","VENICE","5","5.00 (5 0 0 0)","","0","","$35,000","$45,000","1-Year,Month-to-Month,Negotiable,Season,Other,Short Term Lease","Furnished","104"
"","43","25492297","11","LD","1214   Palms Blvd ","Venice","3","5.00 (4 0 0 1)","3,578","10,887","2013","$40,000","$37,500","1+Year","Unfurnished","52"
"","26","25494395","11","LD","1346   Abbot Kinney Blvd ","Venice","4","5.00 (2 0 3 0)","3,989","2,698","1925","$40,000","$40,000","1+Year,Negotiable,24 Months,Other","Unfurnished","54"
"","20","22-219159","11","LD","634   Milwood Ave ","Venice","4","4.00 (1 2 1 0)","0","5,402","2015","$42,000","$45,000","Negotiable","Furnished","713"
"","6","25-482749","11","LD","2811   Ocean Front Walk ","Venice","3","4.00 (3 0 1 0)","4,422","2,520","1997","$45,000","$45,000","1+Year","Furnished","6"
"","39","24-473875","11","LD","640   Milwood Ave ","Venice","4","5.00 (5 0 0 0)","3,614","5,406","","$50,000","$55,000","1+Year,1-Year,6 Months,Negotiable,Short Term Lease,Season","Furnished","50"
